priority,reporter_experience,reproduction_steps,num_attachments,description_length,affected_users_count,prev_similar_tickets,auto_tag_count,sla_breached,resolution_time,affected_users_count_log,is_widespread,is_critical_impact,affects_users,impact_level,num_attachments_log,has_attachments,many_attachments,attachment_category,is_multi_category,tag_complexity,affected_users_count_is_outlier,affected_users_count_is_extreme,num_attachments_is_outlier,num_attachments_is_extreme,auto_tag_count_is_outlier,auto_tag_count_is_extreme,description_length_is_outlier,description_length_is_extreme,prev_similar_tickets_is_outlier,prev_similar_tickets_is_extreme,severity_score,is_critical_incident,documentation_score,impact_per_doc,priority_encoded,reporter_experience_encoded,module_version_frequency,product_area_frequency,product_area_Auth,product_area_Backend,product_area_Database,product_area_Devops,product_area_Ml,product_area_Security,product_area_Ui,customer_type_Free-Tier,customer_type_Internal,customer_type_Smb,ticket_type_Crash,ticket_type_Feature Request,ticket_type_Performance,ticket_type_Question,assigned_team_Qa,assigned_team_Security,assigned_team_Sre,assigned_team_Support
Medium,Junior,1,1,756.0,10.0,1.0,3,1,8.0,2.3978952727983707,0,0,1,small_team,0.6931471805599453,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,2.809787545231337,0,1.0,1.4162355761684913,2.0,1,0.0012060301507537,0.1288442211055276,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
Low,Senior,1,0,654.0,4.0,0.0,1,0,41.0,1.6094379124341005,0,0,1,individual,0.0,0,0,none,0,minimal,0,0,0,0,0,0,0,0,0,0,1.95177516497364,0,0.6000000000000001,1.6094379124341005,1.0,3,0.0008040201005025,0.1206030150753768,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Medium,Mid,1,2,625.0,16.0,0.0,1,0,4.0,2.833213344056216,0,0,1,small_team,1.0986122886681098,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.6030077953561084,0,1.0,1.350041338914642,2.0,2,0.0010050251256281,0.1312562814070351,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Medium,Senior,1,1,617.0,9.0,1.0,1,0,25.0,2.302585092994046,0,0,1,small_team,0.6931471805599453,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.493663473309608,0,1.0,1.359943848610108,2.0,3,0.0008040201005025,0.12,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
High,Mid,1,3,442.0,12.0,1.0,1,0,15.0,2.5649493574615367,0,0,1,small_team,1.3862943611198906,1,0,moderate,0,minimal,0,0,0,0,0,0,0,0,0,0,2.387238615208593,0,1.0,1.0748671242125396,3.0,2,0.0012060301507537,0.1228140703517588,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
Low,Mid,0,1,664.0,8.0,3.0,3,1,13.0,2.19722457733622,0,0,1,small_team,0.6931471805599453,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,2.945519267046477,0,0.8,1.2977162307942829,1.0,2,0.0024120603015075,0.1288442211055276,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
High,Mid,0,0,636.0,4.0,0.0,1,0,28.0,1.6094379124341005,0,0,1,individual,0.0,0,0,none,0,minimal,0,0,0,0,0,0,0,0,0,0,1.9157751649736403,0,0.4,1.6094379124341005,3.0,2,0.001608040201005,0.1312562814070351,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
High,Junior,1,1,612.0,10.0,2.0,7,1,18.0,2.3978952727983707,0,0,1,small_team,0.6931471805599453,1,0,few,1,very_complex,0,0,0,0,1,0,0,0,0,0,2.7217875452313374,0,1.0,1.4162355761684913,3.0,1,0.0012060301507537,0.12,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
Low,Mid,1,2,611.0,11.0,4.0,0,0,25.0,2.4849066497880004,0,0,1,small_team,1.0986122886681098,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,3.2356851176488224,0,1.0,1.1840713328544612,1.0,2,0.0012060301507537,0.1206030150753768,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
High,Junior,0,0,597.5284210526315,10.0,1.003157894736842,4,0,33.0,2.3978952727983707,0,0,1,small_team,0.0,0,0,none,1,complex,0,0,0,0,0,0,0,0,0,0,2.3548465301719794,0,0.4,2.3978952727983707,3.0,1,0.0008040201005025,0.1312562814070351,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Urgent,Junior,1,1,602.0,7.0,0.0,3,0,10.0,2.079441541679836,0,0,1,small_team,0.6931471805599453,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,2.1744060527839237,0,1.0,1.2281516725510762,,1,0.0008040201005025,0.1312562814070351,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
Medium,Mid,0,1,756.0,11.0,1.0,0,1,27.0,2.4849066497880004,0,0,1,small_team,0.6931471805599453,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.8445920960271893,0,0.8,1.4676258970978588,2.0,2,0.0014070351758793,0.1288442211055276,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
Urgent,Junior,1,0,510.0,9.0,0.0,1,0,6.0,2.302585092994046,0,0,1,small_team,0.0,0,0,none,0,minimal,0,0,0,0,0,0,0,0,0,0,1.9410340371976185,0,0.6000000000000001,2.302585092994046,,1,0.0020100502512562,0.1206030150753768,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
Low,Junior,1,1,630.0,9.0,2.0,2,0,16.0,2.302585092994046,0,0,1,small_team,0.6931471805599453,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,2.719663473309608,0,1.0,1.359943848610108,1.0,1,0.0014070351758793,0.1252261306532663,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
Medium,Senior,0,2,284.0,12.0,1.0,1,1,31.0,2.5649493574615367,0,0,1,small_team,1.0986122886681098,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.013702200718237,0,0.4,1.2222121119329712,2.0,3,0.0008040201005025,0.1312562814070351,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False
Medium,Mid,0,1,821.0,8.0,0.0,1,0,8.0,2.19722457733622,0,0,1,small_team,0.6931471805599453,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.6595192670464773,0,0.8,1.2977162307942829,2.0,2,0.0014070351758793,0.1206030150753768,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
Low,Senior,1,2,581.0,11.0,0.0,2,0,39.0,2.4849066497880004,0,0,1,small_team,1.0986122886681098,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,2.375685117648822,0,1.0,1.1840713328544612,1.0,3,0.001608040201005,0.1252261306532663,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
High,Senior,1,1,711.0,6.0,0.0,1,0,19.0,1.9459101490553128,0,0,1,small_team,0.6931471805599453,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.3389934957341145,0,1.0,1.1492858809898474,3.0,3,0.0012060301507537,0.1214070351758793,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Low,Junior,0,2,431.0,6.0,1.0,2,0,4.0,1.9459101490553128,0,0,1,small_team,1.0986122886681098,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,2.060086517355747,0,0.8,0.9272366122902532,1.0,1,0.0012060301507537,0.1214070351758793,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Medium,Junior,1,1,524.0,6.0,0.0,1,0,33.0,1.9459101490553128,0,0,1,small_team,0.6931471805599453,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,1.9649934957341144,0,1.0,1.1492858809898474,2.0,1,0.0010050251256281,0.1312562814070351,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Low,Mid,0,0,731.0,8.0,0.0,2,0,16.0,2.19722457733622,0,0,1,small_team,0.0,0,0,none,0,standard,0,0,0,0,0,0,0,0,0,0,2.340889830934488,0,0.4,2.19722457733622,1.0,2,0.001608040201005,0.1298492462311558,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
Medium,Mid,0,2,551.0,16.0,1.0,3,0,1.0,2.833213344056216,0,0,1,small_team,1.0986122886681098,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,2.6550077953561084,0,0.8,1.350041338914642,2.0,2,0.0006030150753768,0.1214070351758793,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
Medium,Senior,1,2,712.0,9.0,0.0,2,0,46.0,2.302585092994046,0,0,1,small_team,1.0986122886681098,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,2.564756494931241,0,1.0,1.0971941341558558,2.0,3,0.0012060301507537,0.1312562814070351,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Low,Junior,1,1,823.0,9.0,2.0,3,0,47.0,2.302585092994046,0,0,1,small_team,0.6931471805599453,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,3.105663473309608,0,1.0,1.359943848610108,1.0,1,0.0014070351758793,0.1206030150753768,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
Low,Mid,1,4,426.0,10.0,2.0,4,0,9.0,2.3978952727983707,0,0,1,small_team,1.6094379124341005,1,0,moderate,1,complex,0,0,0,0,0,0,0,0,0,0,2.5330456916061683,0,1.0,0.9189317214149,1.0,2,0.0024120603015075,0.1312562814070351,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Low,Junior,1,1,627.0,12.0,1.0,3,1,10.0,2.5649493574615367,0,0,1,small_team,0.6931471805599453,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,2.618609179096604,0,1.0,1.514900409669805,1.0,1,0.0012060301507537,0.1214070351758793,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Medium,Mid,1,1,797.0,10.0,1.0,2,0,4.0,2.3978952727983707,0,0,1,small_team,0.6931471805599453,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,2.8917875452313373,0,1.0,1.4162355761684913,2.0,2,0.0018090452261306,0.12,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
Medium,Junior,0,0,671.0,10.0,0.0,0,0,45.0,2.3978952727983707,0,0,1,small_team,0.0,0,0,none,0,minimal,0,0,0,0,0,0,0,0,0,0,2.3011581091193483,0,0.4,2.3978952727983707,2.0,1,0.0008040201005025,0.1298492462311558,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Medium,Senior,0,2,725.0,14.0,1.0,5,1,25.0,2.70805020110221,0,0,1,small_team,1.0986122886681098,1,0,few,1,complex,0,0,0,0,0,0,0,0,0,0,2.9529425381745065,0,0.8,1.2904004306678685,2.0,3,0.0010050251256281,0.1228140703517588,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Medium,Senior,1,3,597.5284210526315,10.0,1.003157894736842,2,0,25.0,2.3978952727983707,0,0,1,small_team,1.3862943611198906,1,0,moderate,0,standard,0,0,0,0,0,0,0,0,0,0,2.6321054023959576,0,1.0,1.0048614755444654,2.0,3,0.0014070351758793,0.1214070351758793,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
High,Mid,0,0,384.0,9.0,1.0,3,0,11.0,2.302585092994046,0,0,1,small_team,0.0,0,0,none,0,standard,0,0,0,0,0,0,0,0,0,0,1.8890340371976184,0,0.0,2.302585092994046,3.0,2,0.0006030150753768,0.1206030150753768,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
Medium,Junior,1,2,258.0,13.0,0.0,1,0,11.0,2.6390573296152584,0,0,1,small_team,1.0986122886681098,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,1.7913453895797256,0,0.6000000000000001,1.257524957737736,2.0,1,0.0014070351758793,0.1228140703517588,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
High,Junior,1,1,752.0,6.0,0.0,0,1,14.0,1.9459101490553128,0,0,1,small_team,0.6931471805599453,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.4209934957341144,0,1.0,1.1492858809898474,3.0,1,0.0012060301507537,0.1214070351758793,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
Medium,Senior,1,3,478.0,12.0,3.0,1,0,41.0,2.5649493574615367,0,0,1,small_team,1.3862943611198906,1,0,moderate,0,minimal,0,0,0,0,0,0,0,0,0,0,2.859238615208593,0,1.0,1.0748671242125396,2.0,3,0.0010050251256281,0.1214070351758793,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Low,Mid,1,2,396.0,13.0,2.0,0,1,22.0,2.6390573296152584,0,0,1,small_team,1.0986122886681098,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.4673453895797253,0,0.6000000000000001,1.257524957737736,1.0,2,0.001608040201005,0.1228140703517588,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Urgent,Junior,1,0,704.0,14.0,1.0,0,0,5.0,2.70805020110221,0,0,1,small_team,0.0,0,0,none,0,minimal,0,0,0,0,0,0,0,0,0,0,2.691220080440885,0,0.6000000000000001,2.70805020110221,,1,0.0010050251256281,0.1312562814070351,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
Medium,Senior,1,3,611.0,10.0,3.0,5,1,4.0,2.3978952727983707,0,0,1,small_team,1.3862943611198906,1,0,moderate,1,complex,0,0,0,0,0,0,0,0,0,0,3.0584169813433264,0,1.0,1.0048614755444654,2.0,3,0.0014070351758793,0.1312562814070351,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Low,Mid,0,1,720.0,12.0,1.0,1,0,8.0,2.5649493574615367,0,0,1,small_team,0.6931471805599453,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.8046091790966043,0,0.8,1.514900409669805,1.0,2,0.001608040201005,0.1228140703517588,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
High,Mid,0,1,626.0,16.0,0.0,1,0,10.0,2.833213344056216,0,0,1,small_team,0.6931471805599453,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.523914773734476,0,0.8,1.6733414416573262,3.0,2,0.0012060301507537,0.1206030150753768,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
High,Mid,1,2,737.0,13.0,0.0,2,1,13.0,2.6390573296152584,0,0,1,small_team,1.0986122886681098,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,2.7493453895797257,0,1.0,1.257524957737736,3.0,2,0.0008040201005025,0.1228140703517588,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Urgent,Junior,1,2,861.0,12.0,0.0,2,0,6.0,2.5649493574615367,0,0,1,small_team,1.0986122886681098,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,2.9677022007182368,0,1.0,1.2222121119329712,,1,0.0014070351758793,0.1252261306532663,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
High,Mid,0,1,459.0,9.0,1.0,2,0,12.0,2.302585092994046,0,0,1,small_team,0.6931471805599453,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,2.177663473309608,0,0.8,1.359943848610108,3.0,2,0.0018090452261306,0.1228140703517588,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Urgent,Junior,0,2,621.0,8.0,0.0,1,1,1.0,2.19722457733622,0,0,1,small_team,1.0986122886681098,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.34061228866811,0,0.8,1.0469892839189912,,1,0.0008040201005025,0.1312562814070351,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Urgent,Junior,1,4,613.0,14.0,0.0,1,0,1.0,2.70805020110221,0,0,1,small_team,1.6094379124341005,1,0,moderate,0,minimal,0,0,0,0,0,0,0,0,0,0,2.631107662927704,0,1.0,1.0377906246392057,,1,0.0014070351758793,0.1228140703517588,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
Medium,Junior,1,1,597.5284210526315,10.0,1.003157894736842,1,0,7.0,2.3978952727983707,0,0,1,small_team,0.6931471805599453,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.4934759662839685,0,1.0,1.4162355761684913,2.0,1,0.0006030150753768,0.1288442211055276,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
Low,Senior,0,1,674.0,11.0,0.0,1,0,43.0,2.4849066497880004,0,0,1,small_team,0.6931471805599453,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.480592096027189,0,0.8,1.4676258970978588,1.0,3,0.0008040201005025,0.1288442211055276,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
Medium,Junior,1,2,692.0,11.0,2.0,6,1,30.0,2.4849066497880004,0,0,1,small_team,1.0986122886681098,1,0,few,1,very_complex,0,0,0,0,0,0,0,0,0,0,2.9976851176488224,0,1.0,1.1840713328544612,2.0,1,0.0010050251256281,0.1298492462311558,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
Medium,Mid,1,1,617.0,12.0,1.0,1,0,33.0,2.5649493574615367,0,0,1,small_team,0.6931471805599453,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.598609179096604,0,1.0,1.514900409669805,2.0,2,0.0010050251256281,0.1298492462311558,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False
Medium,Junior,0,2,333.0,9.0,2.0,2,0,19.0,2.302585092994046,0,0,1,small_team,1.0986122886681098,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,2.2067564949312404,0,0.4,1.0971941341558558,2.0,1,0.0008040201005025,0.1228140703517588,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
Urgent,Mid,1,2,658.0,11.0,0.0,3,0,6.0,2.4849066497880004,0,0,1,small_team,1.0986122886681098,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,2.529685117648822,0,1.0,1.1840713328544612,,2,0.0012060301507537,0.1228140703517588,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False
Low,Mid,1,1,597.5284210526315,10.0,1.003157894736842,4,0,26.0,2.3978952727983707,0,0,1,small_team,0.6931471805599453,1,0,few,1,complex,0,0,0,0,0,0,0,0,0,0,2.4934759662839685,0,1.0,1.4162355761684913,1.0,2,0.0014070351758793,0.1288442211055276,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
Low,Senior,1,0,552.0,10.0,4.0,2,0,5.0,2.3978952727983707,0,0,1,small_team,0.0,0,0,none,0,standard,0,0,0,0,0,0,0,0,0,0,2.8631581091193485,0,0.6000000000000001,2.3978952727983707,1.0,3,0.0014070351758793,0.1214070351758793,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Medium,Mid,1,1,734.0,9.0,2.0,3,0,25.0,2.302585092994046,0,0,1,small_team,0.6931471805599453,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,2.9276634733096074,0,1.0,1.359943848610108,2.0,2,0.0012060301507537,0.1214070351758793,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
Urgent,Mid,0,0,628.0,9.0,1.0,2,0,14.0,2.302585092994046,0,0,1,small_team,0.0,0,0,none,0,standard,0,0,0,0,0,0,0,0,0,0,2.377034037197619,0,0.4,2.302585092994046,,2,0.0014070351758793,0.1298492462311558,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False
Medium,Mid,0,1,541.0,14.0,0.0,2,0,29.0,2.70805020110221,0,0,1,small_team,0.6931471805599453,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,2.303849516552873,0,0.8,1.5994180731568908,2.0,2,0.0004020100502512,0.1214070351758793,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
High,Mid,1,1,705.0,10.0,2.0,1,0,14.0,2.3978952727983707,0,0,1,small_team,0.6931471805599453,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.9077875452313373,0,1.0,1.4162355761684913,3.0,2,0.0010050251256281,0.1214070351758793,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
High,Junior,1,0,681.0,8.0,1.0,1,1,21.0,2.19722457733622,0,0,1,small_team,0.0,0,0,none,0,minimal,0,0,0,0,0,0,0,0,0,0,2.440889830934488,0,0.6000000000000001,2.19722457733622,3.0,1,0.0008040201005025,0.1288442211055276,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
Medium,Senior,1,1,81.0,8.0,2.0,0,0,4.0,2.19722457733622,0,0,1,small_team,0.6931471805599453,1,0,few,0,minimal,0,0,0,0,0,0,1,0,0,0,1.5795192670464768,0,0.6000000000000001,1.2977162307942829,2.0,3,0.0010050251256281,0.12,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
Medium,Mid,0,0,557.0,16.0,0.0,3,0,27.0,2.833213344056216,0,0,1,small_team,0.0,0,0,none,0,standard,0,0,0,0,0,0,0,0,0,0,2.2472853376224866,0,0.4,2.833213344056216,2.0,2,0.0006030150753768,0.1206030150753768,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Medium,Junior,1,1,609.0,16.0,1.0,1,0,28.0,2.833213344056216,0,0,1,small_team,0.6931471805599453,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.6899147737344755,0,1.0,1.6733414416573262,2.0,1,0.001608040201005,0.1228140703517588,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
Medium,Mid,1,2,766.0,11.0,2.0,3,0,16.0,2.4849066497880004,0,0,1,small_team,1.0986122886681098,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,3.145685117648822,0,1.0,1.1840713328544612,2.0,2,0.0014070351758793,0.12,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Urgent,Mid,1,1,660.0,12.0,0.0,0,0,9.0,2.5649493574615367,0,0,1,small_team,0.6931471805599453,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.484609179096604,0,1.0,1.514900409669805,,2,0.001608040201005,0.1312562814070351,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
High,Senior,1,0,410.0,15.0,2.0,3,0,20.0,2.772588722239781,0,0,1,small_team,0.0,0,0,none,0,standard,0,0,0,0,0,0,0,0,0,0,2.3290354888959124,0,0.6000000000000001,2.772588722239781,3.0,3,0.001608040201005,0.1206030150753768,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
High,Mid,0,2,581.0,8.0,0.0,4,0,28.0,2.19722457733622,0,0,1,small_team,1.0986122886681098,1,0,few,1,complex,0,0,0,0,0,0,0,0,0,0,2.26061228866811,0,0.8,1.0469892839189912,3.0,2,0.0020100502512562,0.1228140703517588,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Low,Senior,1,3,520.0,10.0,0.0,4,1,11.0,2.3978952727983707,0,0,1,small_team,1.3862943611198906,1,0,moderate,1,complex,0,0,0,0,0,0,0,0,0,0,2.2764169813433264,0,1.0,1.0048614755444654,1.0,3,0.0012060301507537,0.12,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
High,Senior,0,0,678.0,8.0,1.0,1,1,8.0,2.19722457733622,0,0,1,small_team,0.0,0,0,none,0,minimal,0,0,0,0,0,0,0,0,0,0,2.4348898309344884,0,0.4,2.19722457733622,3.0,3,0.001608040201005,0.1298492462311558,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
Medium,Mid,0,0,976.0,13.0,3.0,1,0,20.0,2.6390573296152584,0,0,1,small_team,0.0,0,0,none,0,minimal,0,0,0,0,0,0,0,0,0,0,3.607622931846104,0,0.4,2.6390573296152584,2.0,2,0.001608040201005,0.1312562814070351,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
Medium,Mid,1,0,913.0,14.0,2.0,0,0,10.0,2.70805020110221,0,0,1,small_team,0.0,0,0,none,0,minimal,0,0,0,0,0,0,0,0,0,0,3.3092200804408844,0,0.6000000000000001,2.70805020110221,2.0,2,0.0010050251256281,0.1312562814070351,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Low,Junior,1,0,483.0,7.0,1.0,2,0,21.0,2.079441541679836,0,0,1,small_team,0.0,0,0,none,0,standard,0,0,0,0,0,0,0,0,0,0,1.9977766166719344,0,0.6000000000000001,2.079441541679836,1.0,1,0.0010050251256281,0.1252261306532663,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Low,Mid,1,0,763.0,14.0,2.0,1,0,7.0,2.70805020110221,0,0,1,small_team,0.0,0,0,none,0,minimal,0,0,0,0,0,0,0,0,0,0,3.009220080440884,0,0.6000000000000001,2.70805020110221,1.0,2,0.0012060301507537,0.12,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Medium,Senior,1,3,695.0,9.0,0.0,1,0,23.0,2.302585092994046,0,0,1,small_team,1.3862943611198906,1,0,moderate,0,minimal,0,0,0,0,0,0,0,0,0,0,2.5882929094215967,0,1.0,0.9649208121639444,2.0,3,0.0008040201005025,0.1288442211055276,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
High,Junior,0,2,461.0,10.0,0.0,0,0,11.0,2.3978952727983707,0,0,1,small_team,1.0986122886681098,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.1008805668529704,0,0.8,1.1426099455084204,3.0,1,0.0006030150753768,0.1298492462311558,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
High,Junior,1,1,478.0,10.0,2.0,6,0,10.0,2.3978952727983707,0,0,1,small_team,0.6931471805599453,1,0,few,1,very_complex,0,0,0,0,0,0,0,0,0,0,2.453787545231337,0,1.0,1.4162355761684913,3.0,1,0.0012060301507537,0.1288442211055276,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
High,Mid,1,2,597.5284210526315,10.0,1.003157894736842,4,0,10.0,2.3978952727983707,0,0,1,small_team,1.0986122886681098,1,0,few,1,complex,0,0,0,0,0,0,0,0,0,0,2.574568987905601,0,1.0,1.1426099455084204,3.0,2,0.001608040201005,0.1214070351758793,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Low,Senior,0,2,492.0,13.0,5.0,3,0,15.0,2.6390573296152584,0,0,1,small_team,1.0986122886681098,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,3.259345389579725,0,0.8,1.257524957737736,1.0,3,0.0008040201005025,0.12,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
Low,Junior,1,0,507.0,9.0,1.0,2,1,39.0,2.302585092994046,0,0,1,small_team,0.0,0,0,none,0,standard,0,0,0,0,0,0,0,0,0,0,2.1350340371976184,0,0.6000000000000001,2.302585092994046,1.0,1,0.0010050251256281,0.1288442211055276,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
Low,Mid,1,1,620.0,11.0,1.0,2,0,39.0,2.4849066497880004,0,0,1,small_team,0.6931471805599453,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,2.572592096027189,0,1.0,1.4676258970978588,1.0,2,0.0018090452261306,0.1214070351758793,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
Medium,Mid,1,0,627.0,9.0,2.0,2,0,23.0,2.302585092994046,0,0,1,small_team,0.0,0,0,none,0,standard,0,0,0,0,0,0,0,0,0,0,2.5750340371976184,0,0.6000000000000001,2.302585092994046,2.0,2,0.0012060301507537,0.1288442211055276,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False
