ticket_id,submitted_at,product_area,customer_type,priority,reporter_experience,reproduction_steps,num_attachments,description_length,affected_users_count,prev_similar_tickets,module_version,ticket_type,auto_tag_count,sla_breached,assigned_team,severity,resolved_at,resolution_time
TCKT-101229,2024-09-16 06:36:00,Backend,Smb,Low,Junior,1,1,657.0,10.0,1.0,3.9.6,Bug,1,1,Security,Low,2024-09-18 03:36:00,45.0
TCKT-101230,2023-04-05 10:10:00,Auth,Enterprise,Low,Mid,0,0,582.0,9.0,2.0,1.1.7,Crash,2,0,Support,High,2023-04-05 23:10:00,13.0
TCKT-101231,2025-01-01 16:03:00,Security,Free-Tier,High,Mid,0,1,712.0,10.0,0.0,2.5.7,Bug,2,0,Qa,High,2025-01-01 17:03:00,1.0
TCKT-101232,2023-09-06 09:19:00,Ml,Smb,Low,Senior,1,0,675.0,8.0,0.0,1.6.8,Crash,1,1,Qa,Critical,2023-09-06 13:19:00,4.0
TCKT-101233,2024-09-21 04:30:00,Ui,Smb,Medium,Mid,0,0,504.0,11.0,0.0,1.1.3,Bug,6,0,Support,Medium,2024-09-22 07:30:00,27.0
TCKT-101234,2024-12-24 07:52:00,Api,Enterprise,Medium,Mid,1,2,526.0,10.0,4.0,3.7.8,Bug,3,0,Security,Medium,2024-12-25 06:52:00,23.0
TCKT-101235,2025-01-15 20:24:00,Devops,Smb,Urgent,Junior,0,1,542.0,13.0,3.0,3.5.18,Performance,0,0,Support,Critical,2025-01-16 05:24:00,9.0
TCKT-101236,2023-11-21 15:34:00,Ui,Smb,Medium,Senior,1,3,882.0,17.0,1.0,1.4.17,Performance,3,0,Sre,Medium,2023-11-22 21:34:00,30.0
TCKT-101237,2025-06-26 06:47:00,Security,Internal,Low,Senior,1,2,703.0,17.0,0.0,2.3.17,Bug,0,1,Security,Medium,2025-06-27 07:47:00,25.0
TCKT-101238,2025-02-13 10:16:00,Ui,Internal,Low,Junior,0,0,883.0,6.0,1.0,3.9.19,Bug,1,0,Qa,Low,2025-02-14 15:16:00,29.0
TCKT-101239,2025-04-26 10:03:00,Backend,Smb,Medium,Senior,1,2,726.0,8.0,1.0,3.2.16,Crash,5,0,Dev,Critical,2025-04-26 11:03:00,1.0
TCKT-101240,2024-10-20 01:04:00,Ml,Free-Tier,Medium,Junior,1,1,590.0,9.0,0.0,1.7.7,Bug,2,0,Dev,Low,2024-10-21 20:04:00,43.0
TCKT-101241,2024-03-19 18:26:00,Devops,Internal,Medium,Junior,1,0,447.0,9.0,0.0,1.3.1,Bug,3,1,Dev,Medium,2024-03-20 00:26:00,6.0
TCKT-101242,2024-04-15 20:12:00,Auth,Internal,Medium,Mid,1,1,630.0,14.0,4.0,1.1.0,Bug,2,0,Qa,Medium,2024-04-16 13:12:00,17.0
TCKT-101243,2023-04-15 07:39:00,Auth,Enterprise,Low,Mid,0,1,590.0,13.0,0.0,5.9.5,Question,3,1,Qa,Medium,2023-04-16 04:39:00,21.0
TCKT-101244,2024-10-18 15:41:00,Auth,Enterprise,Medium,Junior,1,2,585.0,12.0,0.0,4.7.9,Crash,1,0,Dev,Critical,2024-10-18 17:41:00,2.0
TCKT-101245,2023-06-18 17:50:00,Security,Enterprise,Medium,Mid,0,1,568.0,15.0,1.0,4.2.4,Bug,1,0,Dev,Medium,2023-06-19 09:50:00,16.0
TCKT-101246,2024-10-01 20:58:00,Database,Smb,Low,Senior,1,0,292.0,8.0,0.0,5.9.6,Bug,2,0,Sre,Low,2024-10-02 20:58:00,24.0
TCKT-101247,2025-03-27 22:43:00,Database,Smb,Low,Mid,1,1,789.0,10.0,0.0,4.1.10,Bug,5,0,Support,Low,2025-03-28 14:43:00,16.0
TCKT-101248,2024-03-31 06:12:00,Api,Smb,Low,Mid,1,1,592.0,8.0,3.0,2.1.1,Question,4,0,Dev,Medium,2024-03-31 11:12:00,5.0
TCKT-101249,2024-06-29 03:14:00,Devops,Internal,Low,Junior,0,0,387.0,8.0,3.0,2.5.2,Feature Request,3,0,Dev,Low,2024-07-01 00:14:00,45.0
TCKT-101250,2023-02-06 18:59:00,Auth,Internal,Medium,Junior,1,0,672.0,9.0,0.0,1.1.4,Bug,4,0,Sre,Medium,2023-02-07 15:59:00,21.0
TCKT-101251,2024-05-23 19:39:00,Database,Free-Tier,Low,Junior,1,0,471.0,15.0,0.0,1.9.14,Bug,4,0,Support,Low,2024-05-24 05:39:00,10.0
TCKT-101252,2024-10-23 08:28:00,Security,Enterprise,Low,Junior,1,2,684.0,8.0,1.0,2.2.14,Bug,0,0,Dev,Low,2024-10-24 04:28:00,20.0
TCKT-101253,2024-03-15 11:32:00,Api,Smb,Low,Junior,1,1,732.0,12.0,1.0,3.2.19,Bug,2,0,Sre,Medium,2024-03-15 13:32:00,2.0
TCKT-101254,2025-04-26 12:34:00,Ml,Enterprise,Urgent,Junior,0,0,752.0,12.0,1.0,5.4.4,Bug,1,0,Security,Critical,2025-04-26 18:34:00,6.0
TCKT-101255,2024-06-22 09:27:00,Api,Enterprise,High,Mid,1,2,597.5284210526315,10.0,1.003157894736842,1.6.11,Crash,2,0,Support,High,2024-06-22 15:27:00,6.0
TCKT-101256,2024-03-24 13:06:00,Database,Enterprise,Low,Mid,1,0,537.0,12.0,1.0,4.4.7,Bug,1,0,Support,Medium,2024-03-25 04:06:00,15.0
TCKT-101257,2024-12-17 22:41:00,Backend,Enterprise,Medium,Senior,1,1,506.0,10.0,1.0,4.4.10,Performance,1,0,Security,Medium,2024-12-18 13:41:00,15.0
TCKT-101258,2025-05-07 13:21:00,Security,Smb,Low,Junior,1,1,491.0,6.0,2.0,5.2.9,Bug,0,0,Dev,Low,2025-05-09 11:21:00,46.0
TCKT-101259,2025-01-27 12:30:00,Backend,Internal,Medium,Mid,1,1,597.0,15.0,1.0,2.8.9,Crash,3,0,Security,High,2025-01-27 13:30:00,1.0
TCKT-101260,2023-12-23 08:19:00,Auth,Enterprise,Low,Junior,1,1,568.0,9.0,0.0,4.3.18,Bug,0,1,Dev,Low,2023-12-25 01:19:00,41.0
TCKT-101261,2024-10-14 06:28:00,Backend,Internal,Medium,Mid,1,1,476.0,10.0,2.0,3.4.5,Bug,3,0,Dev,Medium,2024-10-14 13:28:00,7.0
TCKT-101262,2023-02-12 20:57:00,Auth,Smb,Medium,Junior,1,2,428.0,11.0,1.0,2.2.8,Bug,3,0,Sre,Medium,2023-02-14 00:57:00,28.0
TCKT-101263,2024-10-31 13:50:00,Auth,Enterprise,High,Senior,1,2,583.0,3.0,0.0,4.5.4,Question,0,1,Sre,Medium,2024-11-01 09:50:00,20.0
TCKT-101264,2024-09-15 00:39:00,Database,Smb,Low,Mid,0,3,534.0,11.0,0.0,3.2.2,Bug,3,0,Qa,Low,2024-09-15 11:39:00,11.0
TCKT-101265,2024-05-29 20:22:00,Backend,Enterprise,High,Mid,0,0,428.0,14.0,3.0,2.5.19,Performance,1,0,Support,Medium,2024-05-30 18:22:00,22.0
TCKT-101266,2023-01-04 06:27:00,Auth,Smb,High,Junior,1,0,724.0,7.0,0.0,3.5.0,Feature Request,0,0,Sre,High,2023-01-05 05:27:00,23.0
TCKT-101267,2024-02-13 06:21:00,Devops,Smb,Low,Mid,1,0,865.0,14.0,3.0,3.4.6,Bug,3,0,Support,Low,2024-02-14 20:21:00,38.0
TCKT-101268,2024-11-02 07:18:00,Ml,Enterprise,Medium,Mid,0,41,744.0,3020.0,1.0,1.9.19,Bug,5,0,Dev,Medium,2024-11-03 14:18:00,31.0
TCKT-101269,2024-09-24 07:45:00,Api,Enterprise,Low,Junior,0,0,491.0,9.0,0.0,2.0.16,Bug,2,0,Sre,Medium,2024-09-25 01:45:00,18.0
TCKT-101270,2024-04-04 02:22:00,Api,Smb,Low,Mid,1,1,592.0,14.0,1.0,4.6.5,Bug,3,0,Qa,Low,2024-04-05 00:22:00,22.0
TCKT-101271,2023-07-26 12:02:00,Database,Free-Tier,Low,Senior,0,2,831.0,6.0,2.0,1.9.2,Bug,2,0,Dev,Medium,2023-07-27 12:02:00,24.0
TCKT-101272,2025-04-17 07:00:00,Backend,Enterprise,Medium,Mid,0,0,423.0,8.0,0.0,2.9.8,Bug,1,0,Security,Low,2025-04-17 19:00:00,12.0
TCKT-101273,2024-07-28 22:30:00,Backend,Internal,Medium,Senior,1,0,717.0,8.0,1.0,1.6.8,Crash,4,0,Sre,High,2024-07-29 16:30:00,18.0
TCKT-101274,2025-01-28 14:01:00,Auth,Smb,Urgent,Senior,1,1,382.0,19.0,2.0,3.9.3,Performance,4,0,Support,High,2025-01-28 19:01:00,5.0
TCKT-101275,2025-04-23 01:59:00,Security,Free-Tier,Low,Senior,0,1,852.0,5.0,2.0,1.8.1,Feature Request,1,0,Qa,Medium,2025-04-23 10:59:00,9.0
TCKT-101276,2024-12-25 08:38:00,Ui,Internal,Urgent,Mid,1,2,535.0,12.0,2.0,3.8.2,Bug,5,0,Qa,Critical,2024-12-25 16:38:00,8.0
TCKT-101277,2025-06-08 17:30:00,Auth,Smb,Low,Mid,0,4,934.0,10.0,1.0,3.6.12,Bug,0,0,Qa,Low,2025-06-10 11:30:00,42.0
TCKT-101278,2024-12-13 19:14:00,Ml,Smb,High,Mid,0,2,859.0,8.0,0.0,3.2.10,Bug,2,1,Dev,High,2024-12-14 02:14:00,7.0
TCKT-101279,2024-10-30 19:45:00,Devops,Internal,Medium,Mid,0,0,584.0,4.0,0.0,5.4.15,Question,1,0,Dev,Medium,2024-10-31 15:45:00,20.0
TCKT-101280,2025-01-17 06:24:00,Api,Enterprise,Low,Senior,1,0,492.0,12.0,0.0,4.1.9,Bug,1,0,Sre,Low,2025-01-17 19:24:00,13.0
TCKT-101281,2024-09-15 18:20:00,Auth,Enterprise,High,Junior,1,1,629.0,14.0,0.0,2.2.19,Bug,3,0,Support,Medium,2024-09-16 08:20:00,14.0
TCKT-101282,2023-04-27 12:49:00,Ui,Enterprise,Medium,Mid,1,0,572.0,10.0,0.0,2.5.15,Performance,3,0,Security,Low,2023-04-28 14:49:00,26.0
TCKT-101283,2024-12-23 18:26:00,Ui,Internal,Medium,Junior,0,1,539.0,9.0,0.0,5.2.2,Bug,3,0,Dev,Medium,2024-12-25 03:26:00,33.0
TCKT-101284,2024-06-18 12:30:00,Auth,Internal,Medium,Junior,0,3,351.0,7.0,0.0,1.9.15,Bug,2,0,Qa,Medium,2024-06-18 18:30:00,6.0
TCKT-101285,2023-02-17 17:57:00,Database,Enterprise,Medium,Junior,1,0,522.0,16.0,1.0,2.3.15,Bug,1,0,Qa,Low,2023-02-19 07:57:00,38.0
TCKT-101286,2023-06-27 05:09:00,Api,Smb,Medium,Mid,1,0,433.0,9.0,1.0,2.9.9,Feature Request,1,0,Support,Medium,2023-06-27 16:09:00,11.0
TCKT-101287,2023-10-24 12:59:00,Database,Smb,High,Junior,0,1,682.0,7.0,3.0,1.6.9,Crash,3,0,Security,Critical,2023-10-24 18:59:00,6.0
TCKT-101288,2024-11-10 01:13:00,Devops,Enterprise,Low,Mid,0,0,748.0,8.0,0.0,1.2.15,Performance,0,1,Sre,Low,2024-11-10 12:13:00,11.0
TCKT-101289,2024-10-01 08:58:00,Ui,Free-Tier,Medium,Mid,1,2,711.0,7.0,1.0,1.5.7,Performance,0,0,Sre,Medium,2024-10-02 13:58:00,29.0
TCKT-101290,2024-07-26 08:37:00,Ui,Enterprise,High,Junior,1,4,651.0,8.0,1.0,4.8.15,Crash,2,0,Dev,Critical,2024-07-26 09:37:00,1.0
TCKT-101291,2023-10-16 07:21:00,Ml,Enterprise,Low,Junior,0,3,472.0,16.0,1.0,4.4.8,Bug,0,1,Security,Low,2023-10-16 13:21:00,6.0
TCKT-101292,2025-05-09 03:04:00,Devops,Smb,Low,Mid,0,1,630.0,11.0,2.0,4.0.16,Bug,4,0,Dev,Low,2025-05-10 02:04:00,23.0
TCKT-101293,2024-05-05 10:09:00,Ui,Internal,High,Mid,0,0,718.0,5.0,3.0,4.4.13,Bug,1,0,Dev,High,2024-05-06 05:09:00,19.0
TCKT-101294,2023-06-29 07:19:00,Devops,Enterprise,Medium,Senior,1,4,512.0,9.0,1.0,3.7.6,Bug,0,1,Support,Medium,2023-06-29 22:19:00,15.0
TCKT-101295,2023-10-19 19:34:00,Api,Smb,Medium,Senior,1,0,597.5284210526315,10.0,1.003157894736842,4.6.8,Bug,4,0,Sre,Medium,2023-10-20 02:34:00,7.0
TCKT-101296,2023-05-29 03:43:00,Backend,Smb,Low,Senior,1,2,578.0,8.0,1.0,1.1.7,Bug,2,0,Qa,Medium,2023-05-30 09:43:00,30.0
TCKT-101297,2025-04-10 19:06:00,Ui,Enterprise,Medium,Mid,0,1,849.0,10.0,1.0,3.6.19,Bug,0,0,Support,Low,2025-04-11 17:06:00,22.0
TCKT-101298,2023-01-25 21:50:00,Ml,Enterprise,Low,Senior,0,2,727.0,9.0,1.0,2.9.1,Bug,0,1,Support,Low,2023-01-26 18:50:00,21.0
TCKT-101299,2024-12-10 20:48:00,Api,Smb,Medium,Senior,0,1,691.0,14.0,0.0,1.7.4,Question,0,0,Qa,Medium,2024-12-11 16:48:00,20.0
TCKT-101300,2024-04-22 20:49:00,Auth,Enterprise,High,Senior,1,1,342.0,11.0,1.0,2.3.8,Bug,4,1,Security,Medium,2024-04-23 15:49:00,19.0
TCKT-101301,2023-11-29 23:55:00,Devops,Free-Tier,Low,Junior,0,2,625.0,11.0,0.0,5.4.9,Crash,2,0,Qa,Critical,2023-11-30 04:55:00,5.0
TCKT-101302,2025-03-08 12:58:00,Auth,Internal,Medium,Senior,1,1,576.0,12.0,0.0,2.8.8,Performance,3,0,Qa,Medium,2025-03-09 00:58:00,12.0
TCKT-101303,2023-10-10 23:27:00,Database,Free-Tier,Urgent,Mid,1,3,575.0,12.0,3.0,5.6.7,Performance,1,0,Qa,Critical,2023-10-11 01:27:00,2.0
TCKT-101304,2023-05-25 21:04:00,Api,Enterprise,Medium,Mid,1,0,365.0,5.0,1.0,4.3.18,Question,5,0,Qa,Medium,2023-05-26 03:04:00,6.0
TCKT-101305,2024-09-10 10:00:00,Auth,Free-Tier,High,Junior,0,2,436.0,13.0,2.0,3.7.3,Feature Request,2,0,Sre,High,2024-09-10 18:00:00,8.0
TCKT-101306,2023-01-19 16:54:00,Security,Smb,Medium,Mid,0,0,589.0,13.0,0.0,2.8.7,Bug,2,0,Sre,Low,2023-01-19 20:54:00,4.0
TCKT-101307,2023-10-17 18:07:00,Security,Enterprise,High,Junior,1,2,767.0,9.0,0.0,4.2.18,Feature Request,2,1,Support,High,2023-10-17 22:07:00,4.0
TCKT-101308,2024-01-09 17:47:00,Ui,Enterprise,Low,Junior,1,0,511.0,6.0,1.0,2.2.0,Question,2,0,Support,Low,2024-01-10 00:47:00,7.0
TCKT-101309,2023-10-20 08:56:00,Devops,Enterprise,Low,Junior,0,2,540.0,10.0,1.0,2.4.12,Bug,3,1,Security,Low,2023-10-20 12:56:00,4.0
TCKT-101310,2023-09-06 23:32:00,Backend,Smb,Low,Senior,1,1,867.0,12.0,1.0,3.6.4,Feature Request,1,0,Qa,Medium,2023-09-07 17:32:00,18.0
TCKT-101311,2024-05-31 03:18:00,Api,Smb,Medium,Junior,0,2,555.0,5.0,0.0,2.1.13,Bug,0,0,Security,Medium,2024-05-31 19:18:00,16.0
TCKT-101312,2023-09-24 10:08:00,Ui,Enterprise,High,Mid,1,4,580.0,9.0,1.0,4.9.1,Bug,2,1,Security,Medium,2023-09-25 10:08:00,24.0
TCKT-101313,2024-02-27 14:35:00,Ml,Smb,Medium,Junior,1,1,582.0,14.0,2.0,5.6.9,Bug,3,0,Security,Medium,2024-02-28 12:35:00,22.0
TCKT-101314,2025-04-24 05:50:00,Database,Enterprise,Medium,Mid,1,0,398.0,13.0,1.0,4.3.6,Question,2,1,Security,Medium,2025-04-24 11:50:00,6.0
TCKT-101315,2025-04-29 13:10:00,Devops,Smb,High,Junior,1,0,685.0,10.0,0.0,2.1.1,Crash,3,0,Sre,High,2025-04-30 05:10:00,16.0
TCKT-101316,2025-05-16 13:57:00,Api,Enterprise,Medium,Junior,1,1,502.0,12.0,0.0,1.0.5,Question,0,0,Qa,Low,2025-05-18 10:57:00,45.0
TCKT-101317,2024-09-25 22:44:00,Security,Internal,Medium,Mid,1,1,595.0,8.0,0.0,1.2.6,Bug,0,0,Support,Low,2024-09-27 15:44:00,41.0
TCKT-101318,2024-11-22 04:44:00,Api,Internal,Medium,Mid,1,1,666.0,10.0,2.0,5.4.6,Crash,4,0,Dev,Critical,2024-11-22 11:44:00,7.0
TCKT-101319,2024-09-26 04:41:00,Backend,Smb,Medium,Junior,1,1,891.0,8.0,0.0,2.5.9,Bug,4,1,Sre,Medium,2024-09-26 16:41:00,12.0
TCKT-101320,2023-07-20 03:59:00,Security,Enterprise,Low,Junior,0,0,402.0,10.0,2.0,2.8.5,Bug,2,0,Security,Medium,2023-07-20 23:59:00,20.0
TCKT-101321,2024-08-09 23:25:00,Backend,Enterprise,Urgent,Junior,1,0,597.5284210526315,10.0,1.003157894736842,3.8.17,Crash,2,0,Dev,Critical,2024-08-10 04:25:00,5.0
TCKT-101322,2023-09-24 15:24:00,Ml,Internal,Low,Senior,1,1,730.0,5.0,0.0,5.9.12,Question,2,0,Qa,Low,2023-09-25 05:24:00,14.0
TCKT-101323,2023-07-12 00:37:00,Database,Enterprise,Low,Mid,0,1,504.0,6.0,1.0,4.1.9,Question,3,0,Qa,Low,2023-07-12 22:37:00,22.0
TCKT-101324,2023-04-21 02:32:00,Ml,Enterprise,High,Mid,1,1,689.0,10.0,1.0,2.2.4,Bug,2,0,Security,High,2023-04-21 12:32:00,10.0
TCKT-101325,2025-04-29 19:17:00,Ui,Enterprise,Medium,Junior,1,1,846.0,10.0,1.0,1.6.14,Bug,1,0,Sre,Medium,2025-04-30 17:17:00,22.0
TCKT-101326,2025-06-26 18:27:00,Ui,Smb,Medium,Mid,0,2,485.0,12.0,0.0,4.2.9,Bug,2,0,Dev,Low,2025-06-28 16:27:00,46.0
TCKT-101327,2025-03-26 23:11:00,Ml,Smb,Medium,Junior,0,3,636.0,13.0,0.0,4.6.10,Question,2,0,Security,Medium,2025-03-27 10:11:00,11.0
TCKT-101328,2023-06-07 14:03:00,Database,Internal,Medium,Junior,0,1,660.0,10.0,1.0,1.3.14,Bug,0,0,Dev,Medium,2023-06-08 11:03:00,21.0
TCKT-101329,2024-11-04 21:43:00,Ml,Enterprise,Low,Mid,1,0,680.0,6.0,2.0,1.4.11,Bug,5,0,Sre,Medium,2024-11-05 14:43:00,17.0
TCKT-101330,2024-06-10 08:05:00,Database,Enterprise,Medium,Mid,0,2,715.0,11.0,1.0,2.8.12,Bug,3,0,Support,Medium,2024-06-10 11:05:00,3.0
TCKT-101331,2023-12-12 20:36:00,Database,Internal,Medium,Junior,1,2,624.0,15.0,2.0,3.4.11,Feature Request,1,0,Dev,Low,2023-12-14 09:36:00,37.0
TCKT-101332,2024-01-24 08:28:00,Auth,Internal,High,Mid,1,1,677.0,9.0,2.0,1.2.18,Bug,3,0,Qa,Medium,2024-01-24 22:28:00,14.0
TCKT-101334,2023-01-14 09:34:00,Devops,Smb,Urgent,Mid,1,3,624.0,16.0,0.0,1.1.18,Bug,5,0,Dev,Critical,2023-01-14 16:34:00,7.0
TCKT-101335,2023-06-08 05:01:00,Database,Enterprise,Low,Mid,0,2,597.5284210526315,10.0,1.003157894736842,1.2.3,Performance,2,0,Qa,Low,2023-06-09 00:01:00,19.0
TCKT-101336,2024-05-24 19:08:00,Backend,Free-Tier,Medium,Senior,1,2,415.0,13.0,2.0,3.5.4,Bug,3,0,Qa,Medium,2024-05-25 15:08:00,20.0
TCKT-101337,2023-11-20 01:20:00,Database,Enterprise,Medium,Senior,1,1,523.0,13.0,1.0,3.5.12,Question,1,0,Dev,Low,2023-11-21 00:20:00,23.0
TCKT-101338,2024-01-17 15:49:00,Database,Free-Tier,Urgent,Mid,0,0,597.5284210526315,10.0,1.003157894736842,1.0.14,Bug,0,1,Dev,Critical,2024-01-17 19:49:00,4.0
TCKT-101339,2024-03-25 20:03:00,Database,Smb,Low,Mid,1,0,665.0,12.0,1.0,5.2.7,Question,2,0,Dev,Low,2024-03-27 11:03:00,39.0
TCKT-101340,2025-03-02 19:40:00,Auth,Smb,Medium,Junior,0,0,409.0,7.0,0.0,1.1.13,Bug,3,0,Sre,Medium,2025-03-03 20:40:00,25.0
TCKT-101341,2023-05-04 14:55:00,Security,Enterprise,High,Mid,0,0,459.0,8.0,0.0,2.4.2,Feature Request,2,0,Qa,Medium,2023-05-04 19:55:00,5.0
TCKT-101342,2024-12-27 19:23:00,Auth,Smb,Low,Junior,0,1,708.0,8.0,0.0,2.1.12,Bug,0,0,Security,Low,2024-12-29 13:23:00,42.0
TCKT-101343,2024-04-02 08:37:00,Ui,Smb,High,Junior,1,2,676.0,10.0,0.0,4.8.8,Bug,0,0,Qa,Medium,2024-04-02 22:37:00,14.0
TCKT-101344,2024-07-22 22:39:00,Auth,Enterprise,Low,Mid,1,1,733.0,10.0,0.0,4.0.19,Bug,1,1,Sre,Low,2024-07-23 08:39:00,10.0
TCKT-101345,2024-11-29 05:53:00,Backend,Smb,High,Junior,0,1,805.0,13.0,1.0,1.4.11,Performance,0,1,Dev,Medium,2024-11-29 13:53:00,8.0
TCKT-101346,2023-12-12 10:57:00,Backend,Free-Tier,Urgent,Mid,0,2,680.0,14.0,2.0,3.4.15,Bug,3,0,Dev,High,2023-12-12 20:57:00,10.0
TCKT-101347,2025-01-18 09:15:00,Auth,Smb,Medium,Mid,1,2,537.0,12.0,1.0,2.2.14,Bug,3,0,Sre,Medium,2025-01-19 08:15:00,23.0
TCKT-101348,2024-06-21 13:42:00,Security,Internal,Medium,Mid,0,3,617.0,8.0,0.0,5.8.18,Bug,0,0,Support,Low,2024-06-23 10:42:00,45.0
TCKT-101349,2024-07-29 06:29:00,Ml,Enterprise,Low,Junior,1,1,848.0,13.0,2.0,5.6.0,Feature Request,1,0,Sre,Low,2024-07-29 14:29:00,8.0
TCKT-101350,2023-04-08 19:09:00,Devops,Smb,Urgent,Junior,0,1,1014.0,10.0,0.0,3.6.8,Bug,3,0,Dev,Critical,2023-04-08 20:09:00,1.0
TCKT-101351,2024-05-08 07:13:00,Security,Enterprise,Medium,Mid,1,1,669.0,9.0,0.0,4.4.7,Bug,2,0,Qa,Low,2024-05-08 13:13:00,6.0
TCKT-101352,2024-04-10 18:28:00,Auth,Smb,Low,Senior,1,0,680.0,8.0,2.0,4.1.1,Bug,5,0,Qa,Medium,2024-04-10 23:28:00,5.0
TCKT-101353,2025-06-26 03:44:00,Database,Free-Tier,Medium,Junior,1,2,708.0,10.0,0.0,5.0.15,Bug,2,1,Qa,Medium,2025-06-27 11:44:00,32.0
TCKT-101354,2025-04-30 05:44:00,Api,Smb,Medium,Junior,1,2,603.0,8.0,1.0,3.9.14,Bug,5,0,Support,Low,2025-04-30 12:44:00,7.0
TCKT-101355,2024-05-27 07:50:00,Devops,Enterprise,High,Senior,0,0,774.0,16.0,1.0,3.4.16,Crash,1,0,Security,High,2024-05-27 19:50:00,12.0
TCKT-101356,2024-08-25 13:56:00,Devops,Enterprise,Low,Junior,1,2,751.0,11.0,0.0,4.4.17,Bug,1,1,Security,Low,2024-08-27 08:56:00,43.0
TCKT-101357,2025-01-11 08:49:00,Backend,Smb,Low,Senior,0,2,653.0,7.0,0.0,5.4.18,Bug,2,1,Dev,Low,2025-01-11 15:49:00,7.0
TCKT-101358,2023-02-07 04:28:00,Devops,Smb,Medium,Mid,1,0,552.0,7.0,0.0,2.0.19,Crash,7,0,Qa,High,2023-02-07 10:28:00,6.0
TCKT-101359,2025-02-26 16:26:00,Auth,Internal,Medium,Mid,1,2,371.0,12.0,1.0,4.8.11,Crash,2,0,Qa,Critical,2025-02-26 20:26:00,4.0
TCKT-101360,2024-07-04 22:45:00,Database,Internal,Medium,Mid,1,0,709.0,11.0,2.0,1.5.1,Bug,1,0,Qa,Low,2024-07-05 07:45:00,9.0
TCKT-101361,2024-10-23 19:12:00,Database,Smb,High,Junior,1,1,631.0,15.0,1.0,1.0.9,Bug,1,0,Qa,High,2024-10-24 03:12:00,8.0
TCKT-101362,2025-02-15 18:37:00,Ui,Enterprise,High,Mid,1,1,489.0,9.0,0.0,5.4.10,Feature Request,0,0,Sre,Medium,2025-02-16 00:37:00,6.0
TCKT-101363,2023-11-19 11:38:00,Database,Enterprise,Medium,Senior,1,1,430.0,11.0,2.0,5.9.6,Bug,4,0,Dev,Medium,2023-11-20 19:38:00,32.0
TCKT-101364,2024-03-18 10:06:00,Security,Enterprise,Low,Mid,0,0,699.0,11.0,0.0,1.3.19,Question,2,0,Sre,Low,2024-03-18 14:06:00,4.0
TCKT-101365,2023-03-14 03:18:00,Database,Enterprise,Medium,Mid,1,2,359.0,6.0,0.0,3.6.13,Crash,3,0,Support,High,2023-03-14 18:18:00,15.0
TCKT-101366,2024-02-18 22:47:00,Backend,Smb,Medium,Mid,1,2,644.0,9.0,0.0,1.6.9,Bug,1,0,Dev,Low,2024-02-19 20:47:00,22.0
TCKT-101367,2023-05-27 16:23:00,Database,Smb,Medium,Junior,0,2,726.0,12.0,0.0,1.5.10,Bug,3,1,Qa,Medium,2023-05-28 03:23:00,11.0
TCKT-101368,2025-02-02 10:06:00,Ui,Smb,Medium,Mid,1,1,682.0,5.0,0.0,1.2.3,Feature Request,2,0,Qa,Medium,2025-02-02 16:06:00,6.0
TCKT-101369,2025-04-14 12:37:00,Api,Enterprise,Medium,Mid,1,0,541.0,17.0,2.0,1.1.15,Question,4,0,Sre,Medium,2025-04-15 14:37:00,26.0
TCKT-101370,2023-02-07 14:31:00,Auth,Enterprise,Urgent,Mid,1,0,597.5284210526315,10.0,1.003157894736842,2.9.7,Question,2,0,Security,Critical,2023-02-07 23:31:00,9.0
TCKT-101371,2023-12-09 00:00:00,Backend,Enterprise,Low,Mid,1,3,688.0,16.0,0.0,3.9.5,Bug,5,0,Sre,Low,2023-12-10 08:00:00,32.0
TCKT-101372,2024-10-31 03:14:00,Security,Enterprise,Medium,Mid,1,0,780.0,9.0,2.0,5.1.16,Performance,0,0,Security,Medium,2024-10-31 12:14:00,9.0
TCKT-101373,2024-09-08 01:18:00,Api,Internal,Low,Senior,1,2,514.0,16.0,2.0,3.5.11,Performance,1,0,Dev,Low,2024-09-09 07:18:00,30.0
TCKT-101374,2023-09-06 06:20:00,Backend,Enterprise,Urgent,Mid,0,2,676.0,6.0,0.0,4.4.5,Bug,2,1,Dev,High,2023-09-06 21:20:00,15.0
TCKT-101375,2023-04-14 05:21:00,Ml,Smb,Low,Junior,0,3,597.5284210526315,10.0,1.003157894736842,3.6.6,Bug,0,0,Dev,Low,2023-04-14 18:21:00,13.0
TCKT-101376,2024-12-01 01:59:00,Devops,Smb,Low,Mid,1,1,650.0,7.0,1.0,3.9.7,Bug,2,0,Support,Low,2024-12-01 17:59:00,16.0
TCKT-101377,2023-11-29 16:08:00,Ml,Internal,Medium,Mid,0,1,540.0,8.0,1.0,3.2.0,Bug,0,0,Dev,Medium,2023-11-29 18:08:00,2.0
TCKT-101378,2025-03-04 00:50:00,Database,Smb,Medium,Mid,1,0,756.0,16.0,1.0,3.1.17,Crash,1,0,Sre,Critical,2025-03-04 01:50:00,1.0
TCKT-101379,2025-01-29 23:35:00,Api,Enterprise,Low,Senior,1,1,489.0,9.0,1.0,5.5.18,Bug,2,0,Sre,Low,2025-01-30 10:35:00,11.0
TCKT-101380,2024-05-02 17:44:00,Database,Smb,Medium,Mid,1,2,405.0,10.0,1.0,4.9.12,Bug,1,0,Security,Medium,2024-05-03 18:44:00,25.0
