product_area,customer_type,priority,reporter_experience,reproduction_steps,num_attachments,description_length,affected_users_count,prev_similar_tickets,module_version,ticket_type,auto_tag_count,sla_breached,assigned_team,severity,resolution_time,affected_users_count_log,is_widespread,is_critical_impact,affects_users,impact_level,num_attachments_log,has_attachments,many_attachments,attachment_category,is_multi_category,tag_complexity,affected_users_count_is_outlier,affected_users_count_is_extreme,num_attachments_is_outlier,num_attachments_is_extreme,auto_tag_count_is_outlier,auto_tag_count_is_extreme,description_length_is_outlier,description_length_is_extreme,prev_similar_tickets_is_outlier,prev_similar_tickets_is_extreme,severity_score,is_critical_incident,documentation_score,impact_per_doc
Ml,Smb,Medium,Senior,1,2,604.0,4.0,2.0,1.4.6,Bug,1,1,Support,Medium,8.0,1.6094379124341003,0,0,1,individual,1.0986122886681098,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.4714976227072625,0,1.0,0.7669057887083728
Devops,Enterprise,Medium,Junior,1,0,822.0,8.0,0.0,3.2.10,Bug,2,0,Dev,Low,12.0,2.1972245773362196,0,0,1,small_team,0.0,0,0,none,0,standard,0,0,0,0,0,0,0,0,0,0,2.522889830934488,0,0.6000000000000001,2.1972245773362196
Backend,Free-Tier,Urgent,Mid,0,1,260.0,10.0,3.0,2.1.5,Performance,1,0,Support,Critical,4.0,2.3978952727983707,0,0,1,small_team,0.6931471805599453,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.2177875452313374,0,0.4,1.4162355761684913
Backend,Enterprise,Low,Senior,1,0,570.0,6.0,1.0,1.2.4,Bug,2,0,Sre,Low,23.0,1.9459101490553132,0,0,1,small_team,0.0,0,0,none,0,standard,0,0,0,0,0,0,0,0,0,0,2.1183640596221256,0,0.6000000000000001,1.9459101490553132
Devops,Smb,Medium,Junior,1,3,437.0,9.0,0.0,1.8.18,Bug,6,1,Qa,Medium,34.0,2.302585092994046,0,0,1,small_team,1.3862943611198906,1,0,moderate,1,very_complex,0,0,0,0,0,0,0,0,0,0,2.0722929094215967,0,1.0,0.9649208121639444
Ui,Smb,Medium,Junior,1,0,305.0,14.0,1.0,4.6.11,Bug,2,1,Security,Medium,5.0,2.70805020110221,0,0,1,small_team,0.0,0,0,none,0,standard,0,0,0,0,0,0,0,0,0,0,1.8932200804408839,0,0.2,2.70805020110221
Api,Smb,Urgent,Senior,1,0,420.0,8.0,0.0,1.0.10,Question,2,0,Support,Critical,6.0,2.1972245773362196,0,0,1,small_team,0.0,0,0,none,0,standard,0,0,0,0,0,0,0,0,0,0,1.718889830934488,0,0.6000000000000001,2.1972245773362196
Auth,Smb,Medium,Junior,1,1,602.0,8.0,1.0,1.3.16,Bug,2,1,Dev,Low,27.0,2.1972245773362196,0,0,1,small_team,0.6931471805599453,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,2.4215192670464774,0,1.0,1.2977162307942829
Ui,Enterprise,Urgent,Senior,1,2,491.0,11.0,1.0,5.0.13,Bug,0,0,Qa,High,13.0,2.4849066497880004,0,0,1,small_team,1.0986122886681098,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.3956851176488225,0,1.0,1.1840713328544612
Ui,Enterprise,Urgent,Junior,0,1,734.0,11.0,1.0,5.1.6,Bug,4,0,Support,Critical,3.0,2.4849066497880004,0,0,1,small_team,0.6931471805599453,1,0,few,1,complex,0,0,0,0,0,0,0,0,0,0,2.8005920960271893,0,0.8,1.4676258970978588
Database,Smb,Low,Mid,1,0,567.0,13.0,1.0,4.0.10,Bug,3,0,Dev,Low,11.0,2.6390573296152584,0,0,1,small_team,0.0,0,0,none,0,standard,0,0,0,0,0,0,0,0,0,0,2.3896229318461035,0,0.6000000000000001,2.6390573296152584
Auth,Smb,High,Mid,1,0,551.0,8.0,3.0,1.0.18,Bug,1,0,Dev,High,13.0,2.1972245773362196,0,0,1,small_team,0.0,0,0,none,0,minimal,0,0,0,0,0,0,0,0,0,0,2.5808898309344883,0,0.6000000000000001,2.1972245773362196
Auth,Enterprise,Urgent,Mid,1,0,597.5284210526315,10.0,1.003157894736842,4.1.9,Crash,1,0,Qa,Critical,10.0,2.3978952727983707,0,0,1,small_team,0.0,0,0,none,0,minimal,0,0,0,0,0,0,0,0,0,0,2.3548465301719794,0,0.6000000000000001,2.3978952727983707
Ui,Internal,Low,Mid,0,2,585.0,15.0,0.0,1.0.14,Question,3,0,Dev,Medium,3.0,2.772588722239781,0,0,1,small_team,1.0986122886681098,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,2.498757946629534,0,0.8,1.3211533817899312
Ml,Smb,Medium,Mid,1,2,537.0,8.0,1.0,3.5.6,Bug,1,0,Dev,Low,9.0,2.1972245773362196,0,0,1,small_team,1.0986122886681098,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.37261228866811,0,1.0,1.0469892839189912
Database,Smb,Medium,Senior,1,0,472.0,7.0,1.0,2.3.13,Feature Request,3,1,Sre,Medium,35.0,2.0794415416798357,0,0,1,small_team,0.0,0,0,none,0,standard,0,0,0,0,0,0,0,0,0,0,1.9757766166719344,0,0.6000000000000001,2.0794415416798357
Database,Internal,Low,Junior,1,4,748.0,15.0,0.0,1.4.1,Bug,1,0,Security,Low,14.0,2.772588722239781,0,0,1,small_team,1.6094379124341003,1,0,moderate,0,minimal,0,0,0,0,0,0,0,0,0,0,2.926923071382733,0,1.0,1.0625233537951828
Backend,Enterprise,Low,Mid,1,1,597.5284210526315,10.0,1.003157894736842,3.2.9,Performance,5,0,Qa,Medium,24.0,2.3978952727983707,0,0,1,small_team,0.6931471805599453,1,0,few,1,complex,0,0,0,0,0,0,0,0,0,0,2.4934759662839685,0,1.0,1.4162355761684913
Security,Enterprise,Low,Junior,1,1,542.0,11.0,1.0,4.0.15,Bug,2,1,Sre,Medium,17.0,2.4849066497880004,0,0,1,small_team,0.6931471805599453,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,2.4165920960271894,0,1.0,1.4676258970978588
Auth,Internal,Low,Mid,0,1,664.0,15.0,0.0,5.9.10,Bug,3,0,Security,Low,46.0,2.772588722239781,0,0,1,small_team,0.6931471805599453,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,2.5756649250079016,0,0.8,1.6375355634014348
Ui,Smb,Medium,Junior,1,1,647.0,8.0,1.0,1.3.1,Question,5,0,Support,Low,35.0,2.1972245773362196,0,0,1,small_team,0.6931471805599453,1,0,few,1,complex,0,0,0,0,0,0,0,0,0,0,2.511519267046477,0,1.0,1.2977162307942829
Backend,Smb,Low,Mid,1,1,465.0,7.0,4.0,1.4.11,Performance,1,0,Sre,Low,9.0,2.0794415416798357,0,0,1,small_team,0.6931471805599453,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.700406052783924,0,1.0,1.2281516725510762
Devops,Internal,High,Mid,0,1,713.0,9.0,0.0,3.0.13,Bug,2,0,Security,High,22.0,2.302585092994046,0,0,1,small_team,0.6931471805599453,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,2.4856634733096077,0,0.8,1.359943848610108
Api,Internal,High,Junior,1,3,680.0,6.0,1.0,2.4.2,Bug,1,0,Dev,High,6.0,1.9459101490553132,0,0,1,small_team,1.3862943611198906,1,0,moderate,0,minimal,0,0,0,0,0,0,0,0,0,0,2.6156229318461035,0,1.0,0.8154526871287142
Security,Free-Tier,Low,Junior,1,2,626.0,3.0,1.0,3.4.4,Performance,1,0,Qa,Medium,28.0,1.3862943611198906,0,0,1,individual,1.0986122886681098,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.2262402021815784,0,1.0,0.6605766908949656
Security,Smb,Medium,Mid,1,0,535.0,5.0,0.0,5.8.1,Bug,2,1,Sre,Medium,27.0,1.791759469228055,0,0,1,individual,0.0,0,0,none,0,standard,0,0,0,0,0,0,0,0,0,0,1.7867037876912222,0,0.6000000000000001,1.791759469228055
Security,Smb,Medium,Mid,1,1,538.0,3.0,2.0,3.3.0,Bug,2,0,Support,Medium,31.0,1.3862943611198906,0,0,1,individual,0.6931471805599453,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,2.1691471805599454,0,1.0,0.8187677817007174
Database,Smb,Urgent,Senior,1,3,569.0,10.0,0.0,3.9.7,Performance,1,0,Sre,Critical,1.0,2.3978952727983707,0,0,1,small_team,1.3862943611198906,1,0,moderate,0,minimal,0,0,0,0,0,0,0,0,0,0,2.3744169813433267,0,1.0,1.0048614755444654
Devops,Enterprise,Low,Mid,1,1,415.0,17.0,1.0,2.2.13,Bug,1,0,Dev,Low,27.0,2.8903717578961645,0,0,1,small_team,0.6931471805599453,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.324778139270455,0,1.0,1.7071001216446415
Security,Smb,Low,Junior,0,0,594.0,11.0,1.0,5.6.15,Bug,0,0,Qa,Low,37.0,2.4849066497880004,0,0,1,small_team,0.0,0,0,none,0,minimal,0,0,0,0,0,0,0,0,0,0,2.3819626599152004,0,0.4,2.4849066497880004
Devops,Enterprise,Urgent,Mid,0,1,733.0,13.0,1.0,3.9.4,Performance,0,1,Sre,Critical,3.0,2.6390573296152584,0,0,1,small_team,0.6931471805599453,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.860252367958093,0,0.8,1.558669771840206
Ml,Free-Tier,Urgent,Junior,0,3,731.0,14.0,3.0,3.7.14,Bug,1,1,Sre,Critical,2.0,2.70805020110221,0,0,1,small_team,1.3862943611198906,1,0,moderate,0,minimal,0,0,0,0,0,0,0,0,0,0,3.422478952664862,0,0.8,1.1348349328669238
Security,Smb,High,Mid,1,5,542.0,7.0,0.0,4.6.17,Feature Request,4,0,Dev,Medium,5.0,2.0794415416798357,0,0,1,small_team,1.791759469228055,1,0,moderate,1,complex,0,0,0,0,0,0,0,0,0,0,2.2741285105175457,0,1.0,0.7448498212687423
Api,Smb,High,Senior,1,3,759.0,9.0,2.0,5.5.12,Performance,2,0,Qa,High,5.0,2.302585092994046,0,0,1,small_team,1.3862943611198906,1,0,moderate,0,standard,0,0,0,0,0,0,0,0,0,0,3.1162929094215968,0,1.0,0.9649208121639444
Devops,Enterprise,Low,Mid,1,1,885.0,5.0,3.0,5.0.13,Bug,2,0,Dev,Low,24.0,1.791759469228055,0,0,1,individual,0.6931471805599453,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,3.225333223803211,0,1.0,1.0582420062475002
Devops,Enterprise,Medium,Mid,1,1,552.0,12.0,4.0,1.8.3,Bug,1,0,Dev,Low,6.0,2.5649493574615367,0,0,1,small_team,0.6931471805599453,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,3.0686091790966037,0,1.0,1.514900409669805
Api,Enterprise,Low,Junior,0,1,703.0,18.0,1.0,5.8.1,Crash,1,0,Security,Critical,4.0,2.9444389791664403,0,0,1,small_team,0.6931471805599453,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.9224050277785656,0,0.8,1.7390330935038245
Security,Smb,Low,Mid,1,2,260.0,14.0,0.0,5.3.17,Bug,0,1,Security,Low,29.0,2.70805020110221,0,0,1,small_team,1.0986122886681098,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,1.8229425381745061,0,0.6000000000000001,1.2904004306678685
Api,Enterprise,High,Senior,0,0,411.0,9.0,0.0,2.8.9,Crash,2,0,Security,High,10.0,2.302585092994046,0,0,1,small_team,0.0,0,0,none,0,standard,0,0,0,0,0,0,0,0,0,0,1.7430340371976185,0,0.4,2.302585092994046
Devops,Smb,Low,Junior,1,1,613.0,12.0,0.0,4.7.13,Bug,2,0,Security,Medium,18.0,2.5649493574615367,0,0,1,small_team,0.6931471805599453,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,2.3906091790966038,0,1.0,1.514900409669805
Api,Internal,Medium,Junior,1,1,448.0,9.0,2.0,4.9.12,Bug,2,0,Sre,Medium,3.0,2.302585092994046,0,0,1,small_team,0.6931471805599453,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,2.355663473309608,0,1.0,1.359943848610108
Devops,Internal,Urgent,Mid,1,1,905.0,9.0,1.0,3.1.4,Question,2,1,Sre,High,7.0,2.302585092994046,0,0,1,small_team,0.6931471805599453,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,3.0696634733096078,0,1.0,1.359943848610108
Devops,Smb,Low,Mid,1,3,689.0,4.0,0.0,5.6.7,Crash,0,0,Dev,Critical,5.0,1.6094379124341003,0,0,1,individual,1.3862943611198906,1,0,moderate,0,minimal,0,0,0,0,0,0,0,0,0,0,2.299034037197618,0,1.0,0.6744507042621469
Ml,Enterprise,Urgent,Mid,0,1,744.0,6.0,1.0,1.4.10,Question,0,1,Qa,Critical,7.0,1.9459101490553132,0,0,1,small_team,0.6931471805599453,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.6049934957341145,0,0.8,1.1492858809898474
Ui,Internal,Urgent,Senior,0,1,595.0,9.0,1.0,1.8.9,Bug,2,0,Security,Critical,7.0,2.302585092994046,0,0,1,small_team,0.6931471805599453,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,2.4496634733096077,0,0.8,1.359943848610108
Devops,Internal,Medium,Junior,1,1,449.0,10.0,1.0,1.4.14,Bug,3,0,Dev,Medium,11.0,2.3978952727983707,0,0,1,small_team,0.6931471805599453,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,2.1957875452313376,0,1.0,1.4162355761684913
Security,Enterprise,Low,Mid,1,1,522.0,8.0,0.0,2.0.10,Bug,3,0,Qa,Low,32.0,2.1972245773362196,0,0,1,small_team,0.6931471805599453,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,2.061519267046477,0,1.0,1.2977162307942829
Database,Enterprise,Medium,Junior,1,0,504.0,12.0,0.0,2.0.4,Feature Request,2,0,Security,Medium,20.0,2.5649493574615367,0,0,1,small_team,0.0,0,0,none,0,standard,0,0,0,0,0,0,0,0,0,0,2.0339797429846147,0,0.6000000000000001,2.5649493574615367
Auth,Internal,Medium,Mid,1,0,597.5284210526315,10.0,1.003157894736842,4.3.8,Crash,1,0,Security,Critical,7.0,2.3978952727983707,0,0,1,small_team,0.0,0,0,none,0,minimal,0,0,0,0,0,0,0,0,0,0,2.3548465301719794,0,0.6000000000000001,2.3978952727983707
Ui,Free-Tier,Low,Junior,0,3,706.0,8.0,0.0,3.1.9,Feature Request,4,0,Sre,Low,22.0,2.1972245773362196,0,0,1,small_team,1.3862943611198906,1,0,moderate,1,complex,0,0,0,0,0,0,0,0,0,0,2.568148703158466,0,0.8,0.9207684572095537
Ui,Enterprise,Urgent,Junior,1,3,600.0,7.0,1.0,5.9.12,Bug,3,0,Support,Critical,3.0,2.0794415416798357,0,0,1,small_team,1.3862943611198906,1,0,moderate,0,standard,0,0,0,0,0,0,0,0,0,0,2.509035488895913,0,1.0,0.8714103237053921
Ui,Internal,Low,Junior,1,1,326.0,15.0,0.0,1.3.5,Bug,5,0,Support,Medium,28.0,2.772588722239781,0,0,1,small_team,0.6931471805599453,1,0,few,1,complex,0,0,0,0,0,0,0,0,0,0,1.8996649250079014,0,0.6000000000000001,1.6375355634014348
Ml,Smb,High,Senior,0,0,857.0,12.0,1.0,5.1.16,Bug,3,1,Security,Medium,3.0,2.5649493574615367,0,0,1,small_team,0.0,0,0,none,0,standard,0,0,0,0,0,0,0,0,0,0,2.9399797429846153,0,0.4,2.5649493574615367
Devops,Free-Tier,Low,Mid,1,2,568.0,10.0,2.0,4.0.3,Question,1,0,Dev,Low,16.0,2.3978952727983707,0,0,1,small_team,1.0986122886681098,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.7148805668529703,0,1.0,1.1426099455084204
Ml,Smb,Medium,Mid,1,27,1006.0,3142.0,1.0,3.8.18,Question,2,0,Sre,Medium,32.0,8.052933036797567,1,1,1,enterprise,3.332204510175204,1,1,many,0,standard,1,1,1,1,0,0,1,0,0,0,6.099614116754068,1,1.0,1.8588533892809895
Devops,Internal,Urgent,Mid,1,0,697.0,8.0,2.0,4.2.14,Feature Request,0,0,Qa,High,16.0,2.1972245773362196,0,0,1,small_team,0.0,0,0,none,0,minimal,0,0,0,0,0,0,0,0,0,0,2.672889830934488,0,0.6000000000000001,2.1972245773362196
Security,Enterprise,Low,Mid,1,1,568.0,14.0,0.0,4.6.7,Question,1,0,Dev,Low,15.0,2.70805020110221,0,0,1,small_team,0.6931471805599453,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.3578495165528732,0,1.0,1.5994180731568908
Ml,Enterprise,Low,Mid,1,1,667.0,11.0,2.0,3.5.0,Crash,2,0,Dev,High,6.0,2.4849066497880004,0,0,1,small_team,0.6931471805599453,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,2.866592096027189,0,1.0,1.4676258970978588
Ml,Enterprise,Medium,Senior,1,1,297.0,7.0,2.0,5.7.0,Performance,4,0,Support,Medium,29.0,2.0794415416798357,0,0,1,small_team,0.6931471805599453,1,0,few,1,complex,0,0,0,0,0,0,0,0,0,0,1.9644060527839233,0,0.6000000000000001,1.2281516725510762
Database,Free-Tier,High,Mid,0,1,753.0,15.0,1.0,4.3.14,Performance,5,1,Sre,High,10.0,2.772588722239781,0,0,1,small_team,0.6931471805599453,1,0,few,1,complex,0,0,0,0,0,0,0,0,0,0,2.953664925007902,0,0.8,1.6375355634014348
Backend,Internal,Medium,Mid,0,1,985.0,13.0,1.0,4.8.9,Bug,1,0,Security,Low,4.0,2.6390573296152584,0,0,1,small_team,0.6931471805599453,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,3.364252367958093,0,0.8,1.558669771840206
Ml,Internal,Medium,Junior,0,1,286.0,12.0,1.0,5.9.9,Feature Request,1,0,Security,Low,10.0,2.5649493574615367,0,0,1,small_team,0.6931471805599453,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,1.9366091790966038,0,0.4,1.514900409669805
Database,Free-Tier,Low,Mid,1,0,556.0,4.0,1.0,3.2.0,Bug,1,0,Security,Low,14.0,1.6094379124341003,0,0,1,individual,0.0,0,0,none,0,minimal,0,0,0,0,0,0,0,0,0,0,1.95577516497364,0,0.6000000000000001,1.6094379124341003
Api,Enterprise,Urgent,Mid,0,1,584.0,6.0,3.0,3.5.7,Feature Request,5,0,Dev,High,12.0,1.9459101490553132,0,0,1,small_team,0.6931471805599453,1,0,few,1,complex,0,0,0,0,0,0,0,0,0,0,2.684993495734114,0,0.8,1.1492858809898474
Backend,Enterprise,Urgent,Senior,1,0,731.0,7.0,1.0,1.6.9,Feature Request,2,0,Qa,Critical,2.0,2.0794415416798357,0,0,1,small_team,0.0,0,0,none,0,standard,0,0,0,0,0,0,0,0,0,0,2.4937766166719344,0,0.6000000000000001,2.0794415416798357
Security,Enterprise,Medium,Junior,1,2,915.0,11.0,0.0,1.7.4,Question,3,1,Dev,Low,26.0,2.4849066497880004,0,0,1,small_team,1.0986122886681098,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,3.043685117648822,0,1.0,1.1840713328544612
Ml,Enterprise,High,Junior,1,2,657.0,12.0,1.0,2.2.1,Performance,0,0,Security,High,8.0,2.5649493574615367,0,0,1,small_team,1.0986122886681098,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.759702200718237,0,1.0,1.2222121119329712
Auth,Enterprise,Medium,Mid,1,2,597.5284210526315,10.0,1.003157894736842,4.6.10,Crash,1,0,Qa,Critical,2.0,2.3978952727983707,0,0,1,small_team,1.0986122886681098,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.5745689879056015,0,1.0,1.1426099455084204
Ui,Smb,Medium,Junior,1,0,625.0,13.0,2.0,3.9.8,Feature Request,2,0,Support,Low,35.0,2.6390573296152584,0,0,1,small_team,0.0,0,0,none,0,standard,0,0,0,0,0,0,0,0,0,0,2.7056229318461034,0,0.6000000000000001,2.6390573296152584
Api,Enterprise,Low,Junior,1,1,667.0,14.0,2.0,4.7.14,Performance,2,0,Support,Low,4.0,2.70805020110221,0,0,1,small_team,0.6931471805599453,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,2.955849516552873,0,1.0,1.5994180731568908
Api,Enterprise,Medium,Senior,0,1,649.0,11.0,3.0,3.9.2,Question,4,0,Qa,Medium,4.0,2.4849066497880004,0,0,1,small_team,0.6931471805599453,1,0,few,1,complex,0,0,0,0,0,0,0,0,0,0,3.0305920960271893,0,0.8,1.4676258970978588
Security,Enterprise,Medium,Mid,1,0,783.0,8.0,2.0,4.5.15,Bug,0,0,Sre,Medium,10.0,2.1972245773362196,0,0,1,small_team,0.0,0,0,none,0,minimal,0,0,0,0,0,0,0,0,0,0,2.844889830934488,0,0.6000000000000001,2.1972245773362196
Database,Enterprise,Low,Senior,0,0,536.0,10.0,1.0,5.3.8,Bug,2,0,Support,Low,35.0,2.3978952727983707,0,0,1,small_team,0.0,0,0,none,0,standard,0,0,0,0,0,0,0,0,0,0,2.2311581091193484,0,0.4,2.3978952727983707
Api,Free-Tier,Medium,Senior,1,0,722.0,10.0,1.0,3.6.15,Bug,1,1,Dev,Medium,7.0,2.3978952727983707,0,0,1,small_team,0.0,0,0,none,0,minimal,0,0,0,0,0,0,0,0,0,0,2.6031581091193483,0,0.6000000000000001,2.3978952727983707
Backend,Internal,High,Junior,1,2,415.0,16.0,1.0,1.7.6,Bug,3,1,Security,Medium,22.0,2.833213344056216,0,0,1,small_team,1.0986122886681098,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,2.3830077953561086,0,1.0,1.350041338914642
Ml,Free-Tier,Medium,Mid,1,3,557.0,5.0,3.0,5.4.1,Bug,1,0,Support,Medium,7.0,1.791759469228055,0,0,1,individual,1.3862943611198906,1,0,moderate,0,minimal,0,0,0,0,0,0,0,0,0,0,2.7079626599152005,0,1.0,0.7508543365065742
Ml,Smb,Medium,Junior,1,5,504.0,9.0,0.0,5.1.19,Feature Request,1,0,Qa,Low,18.0,2.302585092994046,0,0,1,small_team,1.791759469228055,1,0,moderate,0,minimal,0,0,0,0,0,0,0,0,0,0,2.2873859310432296,0,1.0,0.8247791825814887
Auth,Enterprise,Urgent,Senior,1,2,613.0,10.0,0.0,5.3.17,Performance,1,1,Support,Critical,7.0,2.3978952727983707,0,0,1,small_team,1.0986122886681098,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.4048805668529702,0,1.0,1.1426099455084204
Security,Internal,Low,Mid,1,2,552.0,17.0,1.0,4.4.19,Bug,0,0,Qa,Low,36.0,2.8903717578961645,0,0,1,small_team,1.0986122886681098,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.6798711608920875,0,1.0,1.3772776293664737
Ui,Enterprise,Medium,Mid,1,1,769.0,8.0,1.0,5.9.4,Performance,1,0,Qa,Medium,25.0,2.1972245773362196,0,0,1,small_team,0.6931471805599453,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.7555192670464774,0,1.0,1.2977162307942829
Database,Enterprise,High,Mid,1,2,468.0,7.0,0.0,1.3.9,Bug,2,0,Sre,Medium,10.0,2.0794415416798357,0,0,1,small_team,1.0986122886681098,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,1.9874990744055563,0,1.0,0.9908650363424485
Ui,Enterprise,Medium,Mid,0,1,340.0,8.0,0.0,2.9.7,Performance,2,1,Support,Medium,4.0,2.1972245773362196,0,0,1,small_team,0.6931471805599453,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,1.6975192670464772,0,0.4,1.2977162307942829
Api,Enterprise,Medium,Junior,1,1,396.0,8.0,1.0,4.3.2,Performance,1,0,Security,Medium,13.0,2.1972245773362196,0,0,1,small_team,0.6931471805599453,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.009519267046477,0,0.6000000000000001,1.2977162307942829
Security,Enterprise,Low,Mid,1,1,749.0,12.0,0.0,4.8.19,Feature Request,4,0,Support,Low,17.0,2.5649493574615367,0,0,1,small_team,0.6931471805599453,1,0,few,1,complex,0,0,0,0,0,0,0,0,0,0,2.662609179096604,0,1.0,1.514900409669805
Auth,Enterprise,High,Mid,0,1,454.0,8.0,0.0,2.0.0,Bug,1,0,Qa,Medium,8.0,2.1972245773362196,0,0,1,small_team,0.6931471805599453,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,1.925519267046477,0,0.8,1.2977162307942829
Ui,Smb,Medium,Senior,1,1,659.0,14.0,2.0,5.0.4,Bug,0,1,Support,Low,20.0,2.70805020110221,0,0,1,small_team,0.6931471805599453,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.939849516552873,0,1.0,1.5994180731568908
Backend,Enterprise,High,Mid,0,1,555.0,11.0,1.0,5.7.6,Question,1,0,Security,High,3.0,2.4849066497880004,0,0,1,small_team,0.6931471805599453,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.442592096027189,0,0.8,1.4676258970978588
Ml,Enterprise,Medium,Mid,0,2,723.0,11.0,0.0,3.2.4,Bug,1,0,Sre,Low,12.0,2.4849066497880004,0,0,1,small_team,1.0986122886681098,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.6596851176488223,0,0.8,1.1840713328544612
Api,Internal,Medium,Senior,0,3,565.0,11.0,1.0,2.4.12,Bug,5,0,Sre,Medium,29.0,2.4849066497880004,0,0,1,small_team,1.3862943611198906,1,0,moderate,1,complex,0,0,0,0,0,0,0,0,0,0,2.6012215321391787,0,0.8,1.0413244444083716
Auth,Enterprise,High,Junior,1,0,1014.0,11.0,3.0,5.1.12,Bug,1,1,Sre,High,7.0,2.4849066497880004,0,0,1,small_team,0.0,0,0,none,0,minimal,0,0,0,0,0,0,1,0,0,0,3.6219626599152,0,0.6000000000000001,2.4849066497880004
Ui,Enterprise,Medium,Senior,1,2,884.0,2.0,0.0,4.5.16,Feature Request,3,0,Qa,Medium,17.0,1.0986122886681098,0,0,1,individual,1.0986122886681098,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,2.427167373200866,0,1.0,0.5234946419594956
Database,Internal,Medium,Junior,1,1,552.0,8.0,0.0,3.0.18,Bug,1,1,Dev,Medium,3.0,2.1972245773362196,0,0,1,small_team,0.6931471805599453,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.1215192670464766,0,1.0,1.2977162307942829
Backend,Enterprise,Medium,Mid,1,0,532.0,14.0,1.0,1.1.6,Feature Request,1,0,Qa,Low,23.0,2.70805020110221,0,0,1,small_team,0.0,0,0,none,0,minimal,0,0,0,0,0,0,0,0,0,0,2.3472200804408843,0,0.6000000000000001,2.70805020110221
Backend,Enterprise,High,Mid,1,2,1069.0,8.0,0.0,5.4.13,Performance,2,0,Security,High,14.0,2.1972245773362196,0,0,1,small_team,1.0986122886681098,1,0,few,0,standard,0,0,0,0,0,0,1,0,0,0,3.23661228866811,0,1.0,1.0469892839189912
Ui,Smb,Medium,Mid,1,2,438.0,7.0,0.0,2.9.4,Question,0,0,Sre,Medium,10.0,2.0794415416798357,0,0,1,small_team,1.0986122886681098,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,1.9274990744055565,0,1.0,0.9908650363424485
Ml,Enterprise,Medium,Senior,0,0,591.0,9.0,0.0,3.1.3,Bug,3,0,Qa,Medium,5.0,2.302585092994046,0,0,1,small_team,0.0,0,0,none,0,standard,0,0,0,0,0,0,0,0,0,0,2.1030340371976184,0,0.4,2.302585092994046
Ui,Smb,Low,Junior,1,0,603.0,7.0,4.0,1.2.10,Performance,1,0,Qa,Low,26.0,2.0794415416798357,0,0,1,small_team,0.0,0,0,none,0,minimal,0,0,0,0,0,0,0,0,0,0,2.8377766166719347,0,0.6000000000000001,2.0794415416798357
