ticket_id,submitted_at,product_area,customer_type,priority,reporter_experience,reproduction_steps,num_attachments,description_length,affected_users_count,prev_similar_tickets,module_version,ticket_type,auto_tag_count,sla_breached,assigned_team,severity,resolved_at
TCKT-100820,5/5/2025 15:22,Auth,SMB,Low,Mid,TRUE,2,478,7,2,1.2.6,Bug,2,No,Dev,Low,5/7/2025 2:22
TCKT-100821,10/29/2023 10:57,DevOps,Enterprise,Medium,Mid,TRUE,2,649,16,0,3.1.9,Bug,2,No,Support,Low,10/29/2023 17:57
TCKT-100822,10/9/2024 14:26,Database,Internal,Low,Mid,FALSE,2,443,9,0,5.5.15,Bug,2,No,SRE,Low,10/10/2024 20:26
TCKT-100823,4/13/2025 9:35,Auth,SMB,Medium,Mid,TRUE,0,429,7,1,4.3.10,Performance,3,Yes,Security,Low,4/14/2025 10:35
TCKT-100824,2/15/2023 23:04,Security,Internal,Low,Mid,TRUE,1,826,8,0,2.4.14,Bug,1,No,QA,Low,2/17/2023 6:04
TCKT-100825,4/6/2025 7:25,DevOps,Internal,High,Junior,TRUE,0,871,10,3,2.7.16,Feature Request,1,No,QA,High,4/6/2025 20:25
TCKT-100826,6/24/2023 5:47,Backend,Internal,Low,Mid,TRUE,2,511,12,0,2.0.14,Crash,1,No,Security,Critical,6/24/2023 16:47
TCKT-100827,1/6/2025 9:27,API,SMB,Urgent,Junior,TRUE,2,760,14,1,4.6.10,Performance,1,No,Dev,High,1/6/2025 19:27
TCKT-100828,10/14/2023 9:51,Auth,Enterprise,High,Mid,TRUE,27,653,4390,0,3.7.5,Bug,1,No,Security,Medium,10/15/2023 0:51
TCKT-100829,8/22/2023 15:09,Security,SMB,Medium,Senior,TRUE,1,,,,2.8.15,Bug,3,Yes,Dev,Medium,8/23/2023 21:09
TCKT-100830,9/21/2024 1:23,ML,SMB,High,Junior,FALSE,0,460,9,0,5.6.7,Question,2,No,Dev,Medium,9/21/2024 19:23
TCKT-100831,6/18/2023 15:35,ML,Internal,Medium,Mid,TRUE,1,832,6,1,2.0.13,Crash,1,No,Security,Critical,6/18/2023 18:35
TCKT-100832,9/28/2023 13:15,Backend,Enterprise,High,Mid,TRUE,2,385,17,1,1.5.15,Question,2,No,QA,High,9/28/2023 23:15
TCKT-100833,12/11/2023 0:03,DevOps,Enterprise,Medium,Senior,TRUE,0,942,9,1,3.1.7,Bug,4,No,Security,Low,12/12/2023 22:03
TCKT-100834,3/13/2023 10:58,UI,Internal,High,Mid,TRUE,3,514,7,2,3.3.11,Bug,0,No,Dev,High,3/13/2023 16:58
TCKT-100835,7/8/2024 9:30,DevOps,Internal,Medium,Mid,FALSE,0,837,14,1,1.7.16,Bug,1,Yes,SRE,Low,7/8/2024 13:30
TCKT-100836,11/3/2024 9:43,Backend,Free-tier,Urgent,Senior,FALSE,0,554,10,1,2.0.15,Bug,3,No,QA,Critical,11/3/2024 13:43
TCKT-100837,10/19/2023 22:36,ML,Internal,Medium,Mid,TRUE,1,719,4,3,3.8.11,Bug,2,No,Dev,Medium,10/20/2023 5:36
TCKT-100838,4/2/2023 22:47,DevOps,SMB,Medium,Mid,TRUE,2,,,,3.5.16,Feature Request,5,Yes,QA,Medium,4/3/2023 23:47
TCKT-100839,8/12/2023 21:20,ML,SMB,High,Mid,TRUE,6,808,3,0,2.2.18,Bug,0,No,Support,High,8/13/2023 19:20
TCKT-100840,8/17/2023 20:10,Auth,Internal,High,Senior,TRUE,2,512,12,1,3.8.1,Bug,0,No,Security,Medium,8/17/2023 23:10
TCKT-100841,2/1/2023 10:58,Security,SMB,Medium,Junior,TRUE,0,,,,4.6.0,Bug,0,No,Security,Medium,2/1/2023 22:58
TCKT-100842,5/18/2023 21:39,UI,SMB,Low,Mid,FALSE,0,587,7,2,2.7.18,Bug,0,No,QA,Low,5/19/2023 10:39
TCKT-100843,8/21/2024 20:06,Auth,Enterprise,Medium,Mid,FALSE,0,404,14,1,5.7.9,Bug,4,No,Support,Medium,8/22/2024 10:06
TCKT-100844,12/24/2024 15:42,ML,SMB,Urgent,Mid,TRUE,1,635,16,0,1.1.18,Performance,1,No,SRE,Critical,12/25/2024 0:42
TCKT-100845,4/1/2024 1:23,ML,Internal,High,Mid,FALSE,2,476,13,3,1.4.10,Question,1,No,SRE,Medium,4/1/2024 16:23
TCKT-100846,4/18/2025 7:50,API,Enterprise,High,Mid,FALSE,0,762,12,1,4.7.0,Bug,5,Yes,SRE,Medium,4/18/2025 10:50
TCKT-100847,3/2/2025 13:42,API,Enterprise,Low,Junior,FALSE,5,514,9,2,4.5.19,Question,0,No,QA,Low,3/2/2025 22:42
TCKT-100848,3/23/2025 6:53,Auth,Enterprise,Medium,Mid,FALSE,0,338,11,0,4.8.11,Bug,1,No,Dev,Medium,3/23/2025 17:53
TCKT-100849,9/23/2024 20:56,Database,smb,Medium,Mid,TRUE,1,810,7,0,3.7.14,Question,2,Yes,Security,Medium,9/25/2024 4:56
TCKT-100850,9/17/2023 8:06,Auth,Enterprise,High,Senior,TRUE,3,627,8,2,3.9.15,Bug,3,No,Support,Medium,9/17/2023 16:06
TCKT-100851,3/27/2025 17:58,API,SMB,Low,Junior,FALSE,1,604,11,2,1.4.17,Bug,1,No,Support,Low,3/28/2025 8:58
TCKT-100852,11/11/2023 17:37,ML,Free-tier,High,Senior,FALSE,1,764,13,2,2.5.13,Bug,4,Yes,SRE,High,11/12/2023 12:37
TCKT-100853,11/30/2023 18:37,Backend,SMB,Medium,Mid,FALSE,4,730,12,0,1.4.10,Bug,1,Yes,SRE,Medium,12/2/2023 3:37
TCKT-100854,3/20/2025 10:07,Auth,Enterprise,Low,Junior,TRUE,0,485,12,0,2.5.19,Bug,2,No,Support,Low,3/21/2025 4:07
TCKT-100855,12/26/2024 2:18,ML,Enterprise,Medium,Mid,TRUE,0,532,5,1,4.2.11,Question,2,No,Security,Low,12/26/2024 23:18
TCKT-100856,4/2/2024 18:56,Backend,SMB,Low,Junior,TRUE,2,433,9,0,1.8.10,Bug,4,No,Support,Low,4/3/2024 23:56
TCKT-100857,6/29/2023 9:05,Backend,Enterprise,Medium,Senior,TRUE,1,380,11,2,4.2.16,Bug,1,No,SRE,Low,6/29/2023 17:05
TCKT-100858,5/2/2023 14:49,API,Internal,Low,Senior,TRUE,0,686,8,3,4.0.9,Question,2,No,SRE,Low,5/3/2023 16:49
TCKT-100859,10/9/2023 12:28,Auth,SMB,Low,Junior,TRUE,1,658,12,1,4.1.13,Feature Request,4,Yes,QA,Low,10/10/2023 2:28
TCKT-100860,4/24/2025 22:49,DevOps,Internal,High,Junior,TRUE,0,714,10,0,3.9.14,Bug,3,No,SRE,Medium,4/25/2025 6:49
TCKT-100861,2/5/2025 10:25,UI,Enterprise,Low,Mid,TRUE,1,792,8,0,2.6.12,Bug,4,No,QA,Low,2/6/2025 15:25
TCKT-100862,1/30/2025 19:46,API,SMB,Low,Mid,TRUE,0,716,5,0,2.8.12,Crash,0,No,Security,Critical,1/31/2025 0:46
TCKT-100863,5/1/2024 18:37,API,Enterprise,Medium,Mid,TRUE,1,729,10,3,1.8.11,Feature Request,1,No,SRE,Medium,5/2/2024 21:37
TCKT-100864,7/11/2023 17:21,DevOps,Free-tier,Medium,Mid,TRUE,0,288,12,0,1.5.7,Question,2,No,SRE,Medium,7/11/2023 20:21
TCKT-100865,3/9/2023 19:49,UI,SMB,High,Mid,TRUE,0,553,9,0,4.5.10,Bug,1,Yes,Support,High,3/10/2023 15:49
TCKT-100866,1/8/2023 2:59,ML,Enterprise,Medium,Junior,FALSE,0,744,12,3,5.3.4,Bug,2,No,SRE,Low,1/9/2023 14:59
TCKT-100867,9/3/2024 18:29,Database,Enterprise,High,Senior,TRUE,0,424,12,2,3.0.18,Bug,2,No,Security,High,9/4/2024 2:29
TCKT-100868,4/6/2024 19:02,Auth,Enterprise,Medium,Senior,TRUE,2,613,11,2,3.0.3,Bug,3,No,Dev,Low,4/6/2024 23:02
TCKT-100869,1/30/2025 22:37,Database,SMB,Low,Mid,FALSE,0,677,13,1,2.9.0,Question,1,No,Support,Low,2/1/2025 9:37
TCKT-100870,4/17/2023 3:56,ML,Enterprise,Low,Senior,TRUE,0,666,7,1,4.5.6,Feature Request,3,No,Security,Medium,4/18/2023 8:56
TCKT-100871,6/11/2023 8:21,Security,SMB,Medium,Junior,FALSE,25,655,3897,0,5.3.4,Question,2,No,QA,Medium,6/12/2023 4:21
TCKT-100872,3/13/2023 5:41,API,Enterprise,Medium,Junior,TRUE,0,689,11,1,1.7.15,Bug,3,No,Support,Medium,3/14/2023 16:41
TCKT-100873,8/14/2024 23:45,UI,SMB,High,Mid,FALSE,1,627,11,1,5.1.9,Bug,3,No,SRE,High,8/15/2024 4:45
TCKT-100874,2/16/2023 8:00,API,Internal,Medium,Mid,TRUE,0,380,7,0,3.8.0,Feature Request,0,No,Support,Medium,2/16/2023 12:00
TCKT-100875,2/24/2024 17:55,Backend,Internal,Medium,Mid,FALSE,1,676,11,3,1.7.13,Question,1,No,QA,Medium,2/25/2024 18:55
TCKT-100876,2/23/2025 19:46,API,Internal,Low,Senior,FALSE,0,642,11,1,5.6.10,Bug,3,No,Dev,Medium,2/24/2025 0:46
TCKT-100877,11/10/2023 12:07,API,Enterprise,Low,Senior,TRUE,3,382,10,1,4.6.9,Feature Request,1,No,SRE,Low,11/11/2023 9:07
TCKT-100878,2/21/2025 5:41,ML,Enterprise,Medium,Mid,TRUE,1,806,11,1,3.1.1,Bug,2,No,Security,Medium,2/21/2025 20:41
TCKT-100879,10/28/2024 5:01,ML,SMB,Medium,Mid,TRUE,2,680,17,0,1.7.9,Bug,2,Yes,Dev,Low,10/29/2024 23:01
TCKT-100880,8/8/2024 11:22,ML,Enterprise,Medium,Junior,TRUE,2,392,9,2,1.3.4,Bug,4,No,QA,Medium,8/9/2024 2:22
TCKT-100881,2/3/2023 3:58,Database,SMB,Low,Junior,TRUE,2,477,6,0,1.9.3,Bug,0,No,Dev,Low,2/3/2023 23:58
TCKT-100882,2/22/2023 11:43,Backend,Enterprise,Medium,Mid,FALSE,2,515,7,3,1.0.6,Bug,2,No,Security,Low,2/23/2023 16:43
TCKT-100883,5/1/2023 18:06,Security,Enterprise,High,Mid,TRUE,2,515,12,0,3.8.15,Question,2,No,Security,Medium,5/2/2023 17:06
TCKT-100884,5/15/2023 13:16,Security,Enterprise,Low,Mid,TRUE,1,643,10,0,3.5.17,Crash,2,No,Support,Critical,5/15/2023 19:16
TCKT-100885,10/17/2024 3:39,ML,Internal,Medium,Mid,FALSE,0,453,12,2,5.7.19,Bug,1,No,Dev,Medium,10/17/2024 14:39
TCKT-100886,12/20/2023 0:16,UI,Enterprise,Urgent,Mid,TRUE,2,769,10,1,1.7.5,Performance,2,No,Support,Critical,12/20/2023 4:16
TCKT-100887,4/15/2023 9:34,Database,SMB,Medium,Junior,TRUE,0,756,3,3,2.7.19,Bug,2,No,SRE,Medium,4/15/2023 15:34
TCKT-100888,12/18/2023 14:29,DevOps,Enterprise,Medium,Mid,FALSE,1,692,7,1,1.4.2,Crash,2,No,QA,High,12/18/2023 17:29
TCKT-100889,2/15/2025 0:23,UI,SMB,Low,Junior,FALSE,2,606,10,1,3.6.11,Bug,1,No,SRE,Low,2/16/2025 12:23
TCKT-100890,4/26/2023 2:55,Auth,Enterprise,Medium,Junior,TRUE,0,740,8,2,1.2.9,Bug,3,No,Security,Medium,4/26/2023 20:55
TCKT-100891,1/25/2024 14:02,Auth,Internal,Low,Mid,FALSE,0,558,6,1,3.3.7,Performance,3,Yes,Security,Medium,1/25/2024 21:02
TCKT-100892,6/23/2025 22:58,UI,Internal,Urgent,Junior,TRUE,0,491,8,2,2.4.9,Performance,2,No,Security,Critical,6/24/2025 1:58
TCKT-100893,2/22/2023 0:58,ML,Enterprise,High,Senior,TRUE,1,778,10,1,4.0.19,Bug,2,No,Security,High,2/22/2023 19:58
TCKT-100894,5/15/2023 2:49,DevOps,smb,High,Junior,TRUE,3,647,15,0,3.3.11,Performance,2,No,Dev,High,5/15/2023 14:49
TCKT-100895,11/26/2023 9:31,DevOps,Free-tier,High,Junior,TRUE,4,497,9,0,5.0.19,Bug,4,Yes,Dev,Medium,11/27/2023 19:31
TCKT-100896,6/12/2023 1:01,Database,Internal,Medium,Mid,TRUE,0,537,13,0,3.6.4,Question,3,No,Security,Medium,6/13/2023 4:01
TCKT-100897,2/16/2024 4:14,DevOps,Internal,Medium,Mid,TRUE,3,489,7,2,3.0.4,Feature Request,4,No,SRE,Medium,2/16/2024 17:14
TCKT-100898,1/6/2024 13:34,Auth,Enterprise,High,Junior,FALSE,1,903,11,2,5.7.13,Bug,1,Yes,QA,Medium,1/7/2024 12:34
TCKT-100899,1/9/2024 5:49,Backend,SMB,Urgent,Junior,TRUE,0,600,12,0,3.5.6,Question,3,No,QA,Critical,1/9/2024 13:49
TCKT-100900,8/29/2024 15:05,ML,Enterprise,Medium,Senior,FALSE,1,623,11,2,2.9.16,Bug,5,No,SRE,Medium,8/30/2024 23:05
TCKT-100901,6/3/2024 10:20,DevOps,Enterprise,Urgent,Mid,TRUE,4,708,8,0,3.2.18,Bug,1,Yes,SRE,Critical,6/3/2024 18:20
TCKT-100902,12/25/2024 20:15,Database,Free-tier,Medium,Mid,FALSE,1,417,13,1,4.2.2,Bug,2,No,SRE,Medium,12/26/2024 21:15
TCKT-100903,12/21/2024 21:52,Auth,Enterprise,Medium,Mid,TRUE,3,764,9,1,5.5.5,Performance,1,No,QA,Low,12/22/2024 14:52
TCKT-100904,11/17/2024 8:06,Backend,Internal,Medium,Junior,TRUE,0,508,14,1,5.6.12,Bug,1,No,QA,Medium,11/17/2024 10:06
TCKT-100905,9/11/2024 0:00,API,Internal,Low,Mid,TRUE,0,874,13,1,3.2.4,Bug,4,No,Security,Low,9/11/2024 7:00
TCKT-100906,9/19/2023 21:28,API,Internal,Low,Mid,FALSE,3,553,14,0,1.0.1,Question,2,Yes,Security,Low,9/20/2023 6:28
TCKT-100907,5/22/2025 7:03,Backend,Free-tier,Low,Senior,FALSE,1,755,12,1,4.1.6,Question,7,No,SRE,Low,5/22/2025 19:03
TCKT-100908,3/6/2023 12:03,Auth,Enterprise,Medium,Junior,TRUE,0,225,10,3,5.2.15,Feature Request,4,No,Dev,Medium,3/7/2023 8:03
TCKT-100909,3/28/2025 22:23,Database,Enterprise,Medium,Senior,TRUE,1,423,15,2,4.2.18,Crash,1,No,Dev,Critical,3/28/2025 23:23
TCKT-100910,6/10/2025 3:35,Backend,SMB,Medium,Junior,TRUE,0,555,6,1,4.4.14,Bug,3,No,Support,Medium,6/11/2025 4:35
TCKT-100911,10/9/2023 22:55,ML,Enterprise,Urgent,Junior,FALSE,1,,,,1.4.7,Performance,1,No,QA,High,10/10/2023 9:55
TCKT-100912,10/20/2023 22:00,ML,Enterprise,Medium,Junior,FALSE,1,690,10,2,3.6.18,Feature Request,1,Yes,Dev,Low,10/21/2023 21:00
TCKT-100913,2/19/2025 8:09,API,Enterprise,Medium,Junior,FALSE,1,646,11,2,4.9.2,Question,0,No,Support,Medium,2/19/2025 17:09
TCKT-100914,8/12/2023 9:44,DevOps,Internal,Low,Senior,FALSE,2,451,12,0,4.1.6,Bug,2,No,QA,Low,8/14/2023 0:44
TCKT-100915,1/31/2023 3:56,Database,SMB,Low,Mid,FALSE,1,,,,3.2.0,Bug,0,No,SRE,Low,1/31/2023 8:56
TCKT-100916,3/24/2025 5:48,API,Enterprise,High,Junior,TRUE,0,720,11,1,4.9.18,Bug,4,Yes,SRE,High,3/24/2025 17:48
TCKT-100917,12/23/2023 14:37,DevOps,SMB,Medium,Senior,FALSE,2,284,12,1,4.9.16,Feature Request,1,Yes,Security,Medium,12/24/2023 21:37
TCKT-100918,1/7/2025 16:17,DevOps,Enterprise,High,Senior,FALSE,1,408,11,2,2.2.12,Bug,0,No,Support,Medium,1/8/2025 4:17
TCKT-100919,5/10/2024 17:46,Security,Enterprise,Low,Mid,FALSE,0,549,13,3,5.8.18,Bug,2,No,Support,Low,5/11/2024 10:46
TCKT-100920,5/7/2023 14:36,ML,Internal,Medium,Senior,TRUE,2,603,9,1,3.7.19,Question,4,Yes,Support,Medium,5/8/2023 14:36
TCKT-100921,12/5/2024 6:47,Auth,SMB,Low,Junior,TRUE,2,591,13,0,5.3.15,Question,2,No,support,Low,12/6/2024 17:47
TCKT-100922,7/17/2023 6:28,UI,Internal,Low,Senior,TRUE,45,733,4932,0,5.6.19,Bug,4,Yes,Security,Low,7/17/2023 14:28
TCKT-100923,1/17/2023 13:37,Auth,Enterprise,Low,Mid,TRUE,3,671,12,1,1.7.17,Bug,2,No,Security,Medium,1/18/2023 5:37
TCKT-100924,6/12/2025 11:54,UI,Internal,Low,Senior,TRUE,0,704,10,0,5.5.5,Question,1,Yes,SRE,Low,6/13/2025 14:54
TCKT-100925,10/25/2024 6:18,Backend,SMB,Medium,Mid,TRUE,0,391,6,4,1.3.16,Bug,2,No,SRE,Medium,10/25/2024 16:18
TCKT-100926,3/21/2023 20:28,ML,SMB,Low,Mid,TRUE,1,,,,5.6.15,Crash,2,No,Dev,High,3/22/2023 14:28
TCKT-100927,3/5/2025 19:10,DevOps,SMB,Urgent,Mid,TRUE,2,553,11,1,5.3.2,Performance,1,Yes,Support,Critical,3/6/2025 2:10
TCKT-100928,3/31/2025 9:43,Database,Internal,Medium,Junior,TRUE,1,819,11,0,1.4.2,Question,1,Yes,Support,Medium,4/1/2025 3:43
TCKT-100929,6/29/2023 5:00,UI,SMB,Low,Mid,TRUE,0,626,8,0,4.3.2,bug,2,Yes,Support,Low,6/30/2023 15:00
TCKT-100930,11/28/2023 5:00,Auth,SMB,Low,Junior,FALSE,1,499,7,2,4.0.11,Bug,1,No,Security,Low,11/29/2023 8:00
TCKT-100931,7/9/2024 6:13,DevOps,Free-tier,Medium,Senior,FALSE,2,,,,2.1.9,Performance,4,Yes,Support,Medium,7/10/2024 11:13
TCKT-100932,10/2/2024 2:15,UI,Internal,high,junior,TRUE,1,684,8,2,2.0.4,Bug,2,No,Support,Low,10/3/2024 2:15
TCKT-100933,1/30/2024 21:45,UI,SMB,High,Mid,FALSE,0,476,11,0,2.7.13,Question,1,No,SRE,High,1/31/2024 2:45
TCKT-100934,2/13/2023 14:06,Security,Internal,Urgent,Mid,FALSE,2,547,15,1,2.4.13,Bug,4,No,Dev,Critical,2/13/2023 21:06
TCKT-100935,10/25/2023 20:04,UI,Enterprise,Low,Senior,TRUE,3,550,10,0,5.1.12,Question,2,No,Security,Low,10/27/2023 4:04
TCKT-100936,3/23/2024 17:15,Database,Enterprise,Medium,Mid,TRUE,2,784,16,0,5.2.3,Bug,0,No,Security,Medium,3/25/2024 1:15
TCKT-100937,7/21/2024 2:41,ML,SMB,Low,Mid,TRUE,1,630,12,1,5.9.1,Bug,0,No,QA,Low,7/21/2024 18:41
TCKT-100938,11/18/2023 16:32,Database,Free-tier,Medium,Senior,TRUE,1,709,10,2,5.8.8,bug,6,Yes,Support,Medium,11/19/2023 2:32
TCKT-100939,8/26/2024 6:23,API,Free-tier,Medium,Mid,FALSE,3,526,10,1,2.2.8,Performance,1,No,Support,Medium,8/27/2024 10:23
TCKT-100940,11/2/2024 16:06,DevOps,Enterprise,Low,Mid,TRUE,1,650,7,2,1.6.15,Feature Request,1,Yes,Support,Low,11/4/2024 3:06
TCKT-100941,1/2/2023 21:04,ML,SMB,Low,Mid,TRUE,3,795,7,2,4.4.15,Bug,0,No,Dev,Low,1/4/2023 20:04
TCKT-100942,11/2/2023 1:20,Security,Enterprise,Medium,Senior,FALSE,2,545,8,0,4.5.19,Bug,0,No,Support,Medium,11/2/2023 12:20
TCKT-100943,5/4/2023 22:04,ML,Free-tier,Medium,Mid,TRUE,1,617,12,1,5.7.13,Performance,1,No,Security,Medium,5/6/2023 7:04
TCKT-100944,4/6/2024 8:15,ML,Free-tier,Low,Junior,FALSE,0,395,11,2,5.2.16,Bug,4,Yes,SRE,Medium,4/6/2024 14:15
TCKT-100945,6/14/2023 8:25,Auth,SMB,Medium,Senior,TRUE,1,485,12,3,1.7.18,Question,2,No,SRE,Low,6/15/2023 18:25
TCKT-100946,5/15/2024 14:08,ML,Internal,Medium,Mid,TRUE,0,549,15,3,3.9.3,Crash,1,No,QA,Critical,5/15/2024 18:08
TCKT-100947,7/26/2023 7:25,Security,Internal,High,Mid,TRUE,1,440,9,3,1.5.16,Feature Request,3,No,Dev,Medium,7/27/2023 12:25
TCKT-100948,7/21/2023 20:59,Database,SMB,Low,Senior,TRUE,1,798,12,1,3.3.13,Bug,0,No,Dev,Medium,7/23/2023 3:59
TCKT-100949,3/31/2024 10:21,ML,Enterprise,High,Junior,TRUE,0,474,14,0,2.7.5,Performance,1,No,Support,Medium,4/1/2024 20:21
TCKT-100950,5/4/2025 4:59,Backend,SMB,Medium,Mid,TRUE,1,718,12,2,2.1.18,Bug,1,No,QA,Low,5/5/2025 5:59
TCKT-100951,4/8/2024 13:13,DevOps,SMB,Low,Mid,TRUE,1,628,9,1,4.5.12,Bug,1,Yes,SRE,Low,4/9/2024 17:13
TCKT-100952,5/17/2023 5:46,ML,SMB,Medium,Senior,TRUE,2,604,4,2,1.4.6,Bug,1,Yes,Support,Medium,5/17/2023 13:46
TCKT-100953,8/12/2023 8:32,DevOps,Enterprise,Medium,Junior,TRUE,0,822,8,0,3.2.10,Bug,2,No,Dev,Low,8/12/2023 20:32
TCKT-100954,9/21/2023 16:05,Backend,Free-tier,Urgent,Mid,FALSE,1,260,10,3,2.1.5,Performance,1,No,Support,Critical,9/21/2023 20:05
TCKT-100955,9/21/2023 3:19,Backend,Enterprise,Low,Senior,TRUE,0,570,6,1,1.2.4,Bug,2,No,SRE,Low,9/22/2023 2:19
TCKT-100956,9/7/2024 2:16,DevOps,SMB,Medium,Junior,TRUE,3,437,9,0,1.8.18,Bug,6,Yes,QA,Medium,9/8/2024 12:16
TCKT-100957,8/3/2024 14:12,UI,SMB,Medium,Junior,TRUE,0,305,14,1,4.6.11,Bug,2,Yes,Security,Medium,8/3/2024 19:12
TCKT-100958,1/2/2024 10:40,API,SMB,Urgent,Senior,TRUE,0,420,8,0,1.0.10,Question,2,No,Support,Critical,1/2/2024 16:40
TCKT-100959,2/1/2025 6:28,Auth,SMB,Medium,Junior,TRUE,1,602,8,1,1.3.16,Bug,2,Yes,Dev,Low,2/2/2025 9:28
TCKT-100960,9/4/2024 3:06,UI,Enterprise,Urgent,Senior,TRUE,2,491,11,1,5.0.13,Bug,0,No,QA,High,9/4/2024 16:06
TCKT-100961,7/24/2024 7:20,UI,Enterprise,Urgent,Junior,FALSE,1,734,11,1,5.1.6,Bug,4,No,Support,Critical,7/24/2024 10:20
TCKT-100962,3/6/2024 7:48,Database,SMB,Low,Mid,TRUE,0,567,13,1,4.0.10,Bug,3,No,Dev,Low,3/6/2024 18:48
TCKT-100963,3/23/2023 14:04,Auth,SMB,High,Mid,TRUE,0,551,8,3,1.0.18,Bug,1,No,Dev,High,3/24/2023 3:04
TCKT-100964,5/6/2025 0:11,Auth,Enterprise,Urgent,Mid,TRUE,0,,,,4.1.9,Crash,1,No,QA,Critical,5/6/2025 10:11
TCKT-100965,11/17/2024 22:36,UI,Internal,Low,Mid,FALSE,2,585,15,0,1.0.14,Question,3,No,Dev,Medium,11/18/2024 1:36
TCKT-100966,3/1/2024 9:25,ML,SMB,Medium,Mid,TRUE,2,537,8,1,3.5.6,bug,1,No,Dev,Low,3/1/2024 18:25
TCKT-100967,8/23/2024 15:42,Database,SMB,Medium,Senior,TRUE,0,472,7,1,2.3.13,Feature Request,3,Yes,SRE,Medium,8/25/2024 2:42
TCKT-100968,4/7/2025 14:25,Database,Internal,Low,Junior,TRUE,4,748,15,0,1.4.1,Bug,1,No,Security,Low,4/8/2025 4:25
TCKT-100969,10/19/2023 22:41,Backend,Enterprise,Low,Mid,TRUE,1,,,,3.2.9,Performance,5,No,QA,Medium,10/20/2023 22:41
TCKT-100970,12/12/2023 15:50,Security,Enterprise,Low,Junior,TRUE,1,542,11,1,4.0.15,Bug,2,Yes,SRE,Medium,12/13/2023 8:50
TCKT-100971,2/21/2025 0:39,Auth,Internal,Low,Mid,FALSE,1,664,15,0,5.9.10,Bug,3,No,Security,Low,2/22/2025 22:39
TCKT-100972,10/31/2024 16:40,UI,SMB,Medium,Junior,TRUE,1,647,8,1,1.3.1,Question,5,No,Support,Low,11/2/2024 3:40
TCKT-100973,12/16/2023 5:13,Backend,SMB,Low,Mid,TRUE,1,465,7,4,1.4.11,Performance,1,No,SRE,Low,12/16/2023 14:13
TCKT-100974,5/17/2023 6:48,DevOps,Internal,High,Mid,FALSE,1,713,9,0,3.0.13,Bug,2,No,Security,High,5/18/2023 4:48
TCKT-100975,1/9/2025 23:36,API,Internal,High,Junior,TRUE,3,680,6,1,2.4.2,Bug,1,No,Dev,High,1/10/2025 5:36
TCKT-100976,8/22/2024 2:47,Security,Free-tier,Low,Junior,TRUE,2,626,3,1,3.4.4,Performance,1,No,QA,Medium,8/23/2024 6:47
TCKT-100977,1/3/2025 8:20,Security,SMB,Medium,Mid,TRUE,0,535,5,0,5.8.1,Bug,2,Yes,SRE,Medium,1/4/2025 11:20
TCKT-100978,6/22/2023 14:46,Security,SMB,Medium,Mid,TRUE,1,538,3,2,3.3.0,Bug,2,No,Support,Medium,6/23/2023 21:46
TCKT-100979,7/17/2024 3:27,Database,smb,Urgent,Senior,TRUE,3,569,10,0,3.9.7,Performance,1,No,SRE,Critical,7/17/2024 4:27
TCKT-100980,4/18/2024 12:48,DevOps,Enterprise,Low,Mid,TRUE,1,415,17,1,2.2.13,Bug,1,No,Dev,Low,4/19/2024 15:48
TCKT-100981,10/10/2023 3:19,Security,SMB,Low,Junior,FALSE,0,594,11,1,5.6.15,Bug,0,No,QA,Low,10/11/2023 16:19
TCKT-100982,1/4/2025 13:50,DevOps,Enterprise,Urgent,Mid,FALSE,1,733,13,1,3.9.4,Performance,0,Yes,SRE,Critical,1/4/2025 16:50
TCKT-100983,2/23/2025 7:41,ML,Free-tier,Urgent,Junior,FALSE,3,731,14,3,3.7.14,Bug,1,Yes,SRE,Critical,2/23/2025 9:41
TCKT-100984,3/27/2025 4:55,Security,SMB,High,Mid,TRUE,5,542,7,0,4.6.17,Feature Request,4,No,Dev,Medium,3/27/2025 9:55
TCKT-100985,3/22/2025 19:53,API,SMB,High,Senior,TRUE,3,759,9,2,5.5.12,Performance,2,No,QA,High,3/23/2025 0:53
TCKT-100986,7/22/2024 3:58,DevOps,Enterprise,Low,Mid,TRUE,1,885,5,3,5.0.13,Bug,2,No,Dev,Low,7/23/2024 3:58
TCKT-100987,2/17/2025 2:08,DevOps,Enterprise,Medium,Mid,TRUE,1,552,12,4,1.8.3,Bug,1,No,Dev,Low,2/17/2025 8:08
TCKT-100988,7/5/2023 16:18,API,Enterprise,Low,Junior,FALSE,1,703,18,1,5.8.1,Crash,1,No,Security,Critical,7/5/2023 20:18
TCKT-100989,1/24/2023 14:44,Security,SMB,Low,Mid,TRUE,2,260,14,0,5.3.17,Bug,0,Yes,Security,Low,1/25/2023 19:44
TCKT-100990,6/23/2024 2:40,API,Enterprise,High,Senior,FALSE,0,411,9,0,2.8.9,Crash,2,No,Security,High,6/23/2024 12:40
TCKT-100991,11/12/2023 8:25,DevOps,SMB,Low,Junior,TRUE,1,613,12,0,4.7.13,Bug,2,No,Security,Medium,11/13/2023 2:25
TCKT-100992,1/10/2025 11:23,API,Internal,Medium,Junior,TRUE,1,448,9,2,4.9.12,Bug,2,No,SRE,Medium,1/10/2025 14:23
TCKT-100993,8/23/2024 1:59,DevOps,Internal,Urgent,Mid,TRUE,1,905,9,1,3.1.4,Question,2,Yes,SRE,High,8/23/2024 8:59
